aX,aY,aZ,gX,gY,gZ
0.379,0.479,-0.863,-0.122,-0.061,3.540
0.381,0.484,-0.859,0.549,-1.770,1.892
0.389,0.468,-0.856,1.709,-2.991,-0.305
0.399,0.452,-0.855,3.235,-3.723,-2.075
0.416,0.443,-0.844,6.042,-3.845,-2.991
0.429,0.428,-0.825,7.874,-4.395,-3.723
0.431,0.418,-0.800,8.179,-5.859,-3.906
0.418,0.414,-0.776,6.958,-7.690,-3.113
0.396,0.419,-0.751,5.066,-7.812,-1.343
0.378,0.426,-0.746,3.662,-4.211,1.038
0.374,0.442,-0.759,2.197,0.977,3.784

0.316,0.516,-1.719,114.685,-33.997,-7.935
0.330,0.471,-1.713,130.615,-46.143,-17.151
0.346,0.424,-1.669,145.874,-60.486,-25.513
0.343,0.375,-1.609,159.119,-73.853,-32.166
0.355,0.346,-1.548,170.288,-82.703,-33.813
0.345,0.345,-1.478,181.641,-87.097,-34.180
0.353,0.345,-1.394,194.641,-91.309,-36.316
0.362,0.308,-1.294,207.947,-98.206,-41.077
0.350,0.246,-1.186,218.811,-108.154,-45.837
0.326,0.175,-1.075,225.464,-117.249,-48.828
0.316,0.151,-1.003,228.210,-119.812,-45.959
0.319,0.203,-0.948,230.042,-116.455,-40.710
0.313,0.236,-0.899,233.704,-110.901,-37.476
0.347,0.304,-0.836,241.150,-100.220,-34.485
0.375,0.352,-0.762,251.343,-90.942,-31.067
0.391,0.385,-0.665,259.460,-90.881,-31.494
0.393,0.363,-0.566,261.414,-102.722,-39.307
0.396,0.308,-0.467,256.958,-122.742,-51.819
0.380,0.237,-0.382,248.718,-143.860,-61.707
0.362,0.188,-0.312,242.004,-158.508,-64.941
0.335,0.125,-0.267,241.638,-160.645,-59.937
0.335,0.131,-0.217,245.728,-148.987,-47.729
0.335,0.169,-0.157,252.991,-131.897,-34.363
0.357,0.206,-0.071,259.521,-119.690,-26.062
0.354,0.232,0.002,261.047,-117.065,-23.315
0.330,0.242,0.082,257.996,-124.573,-27.466
0.309,0.213,0.171,252.136,-136.719,-36.072
0.291,0.163,0.274,244.873,-147.644,-44.067
0.269,0.110,0.366,237.061,-152.100,-48.035
0.253,0.071,0.448,232.239,-147.888,-47.180
0.250,-0.033,0.492,231.323,-134.644,-40.527
0.290,-0.050,0.586,237.366,-112.427,-29.297
0.338,-0.055,0.671,245.056,-85.388,-13.428
0.370,-0.078,0.718,249.329,-61.829,1.038
0.433,-0.071,0.795,253.479,-44.312,9.949
0.484,-0.108,0.886,252.747,-35.889,13.794
0.510,-0.159,0.971,244.324,-37.903,12.573
0.521,-0.213,1.050,232.666,-47.119,8.179
0.527,-0.280,1.169,220.215,-61.157,0.488
0.520,-0.402,1.323,209.961,-77.637,-8.850
0.517,-0.502,1.513,203.003,-93.262,-18.005
0.483,-0.654,1.719,196.289,-104.919,-23.315
0.485,-0.835,1.960,190.857,-109.436,-27.283
0.425,-1.084,2.158,177.368,-106.018,-26.062
0.502,-1.007,2.307,139.465,-92.590,-9.827
0.373,-0.968,2.356,87.036,-71.716,15.808
0.305,-0.802,2.254,31.372,-49.500,16.724
0.265,-0.632,2.002,-23.682,-27.710,16.113
0.290,-0.448,1.750,-61.218,-10.559,15.808
0.287,-0.268,1.523,-83.008,4.211,18.433
0.293,-0.101,1.342,-92.468,17.578,21.973
0.304,0.011,1.218,-94.421,25.513,24.414
0.320,0.095,1.158,-92.773,27.161,23.071
0.326,0.150,1.133,-94.238,24.475,19.165
0.326,0.166,1.105,-98.694,22.034,12.817
0.345,0.154,1.114,-102.783,18.066,3.296
0.371,0.123,1.158,-107.239,12.024,-7.690
0.380,0.082,1.177,-114.746,10.803,-15.076
0.389,0.059,1.168,-122.192,17.029,-16.785
0.398,0.037,1.133,-129.028,28.381,-14.221
0.412,0.030,1.077,-135.254,41.626,-8.240
0.428,0.046,1.010,-140.930,55.664,-0.549
0.444,0.075,0.939,-146.667,68.115,7.996
0.448,0.102,0.857,-153.748,76.904,14.648
0.447,0.142,0.784,-160.889,81.604,17.944
0.462,0.182,0.728,-165.649,82.764,19.104
0.453,0.192,0.691,-167.786,80.444,19.287
0.447,0.192,0.668,-168.579,77.271,17.700
0.435,0.185,0.658,-170.959,73.792,15.320
0.415,0.170,0.634,-175.720,73.792,13.794
0.398,0.155,0.587,-180.786,79.102,15.442
0.383,0.146,0.537,-186.218,88.135,20.447
0.361,0.161,0.472,-193.176,97.900,27.893
0.342,0.202,0.394,-199.951,107.361,35.034
0.323,0.250,0.312,-204.834,115.417,39.490
0.322,0.286,0.230,-206.482,120.911,40.466
0.328,0.324,0.151,-205.688,122.986,39.307
0.335,0.364,0.092,-204.224,120.911,36.926
0.342,0.385,0.054,-202.942,115.295,31.555
0.352,0.368,0.026,-202.148,108.154,24.414
0.356,0.347,-0.011,-202.820,102.783,19.287
0.341,0.304,-0.048,-203.674,100.708,17.395
0.316,0.258,-0.106,-204.834,105.042,19.470
0.300,0.238,-0.191,-204.773,114.868,25.574
0.277,0.252,-0.294,-202.881,125.366,33.447
0.269,0.313,-0.401,-198.914,132.385,38.208
0.279,0.363,-0.495,-195.312,132.141,36.072
0.340,0.390,-0.558,-192.505,123.169,26.306
0.413,0.377,-0.596,-192.200,105.469,13.611
0.434,0.351,-0.603,-194.702,84.412,3.479
0.379,0.274,-0.630,-196.655,75.500,0.793
0.333,0.245,-0.679,-192.749,89.905,11.169
0.324,0.273,-0.774,-183.167,118.042,30.884
0.335,0.340,-0.896,-174.683,140.564,47.546
0.397,0.423,-0.998,-169.495,143.738,50.415
0.465,0.437,-1.073,-168.823,122.864,37.781
0.564,0.448,-1.067,-168.213,85.938,18.188
0.580,0.395,-1.050,-166.260,48.767,0.977
0.493,0.345,-1.001,-160.095,29.297,-4.700
0.427,0.326,-0.969,-149.109,32.837,1.343
0.379,0.294,-0.999,-139.343,52.368,15.137
0.364,0.330,-1.081,-135.376,74.402,32.654
0.372,0.439,-1.192,-136.536,86.182,46.204
0.415,0.532,-1.279,-137.634,82.153,47.668
0.482,0.566,-1.324,-134.766,65.002,39.246
0.537,0.545,-1.297,-128.052,40.283,25.818
0.577,0.496,-1.215,-119.141,14.954,14.099
0.526,0.422,-1.122,-110.962,-3.662,8.057
0.411,0.409,-1.047,-103.638,-7.202,11.658
0.315,0.455,-1.027,-94.971,5.981,23.437
0.257,0.515,-1.047,-87.463,25.269,33.936
0.245,0.558,-1.090,-83.740,38.269,34.851
0.290,0.574,-1.144,-83.313,39.917,26.306
0.350,0.556,-1.179,-83.313,31.555,14.771
0.514,0.544,-1.149,-80.994,19.226,4.333
0.497,0.515,-1.166,-76.965,7.935,-1.160
0.471,0.372,-1.114,-72.693,3.540,-2.258
0.627,0.495,-1.098,-57.190,-2.258,-7.629
0.417,0.447,-1.016,-51.208,-1.282,13.123

0.782,-0.374,1.622,106.323,-69.519,2.136
0.751,-0.369,1.741,80.444,-70.740,-2.625
0.685,-0.376,1.737,41.687,-71.899,-3.235
0.625,-0.307,1.695,12.024,-66.589,1.892
0.566,-0.194,1.596,-8.728,-49.377,15.076
0.516,-0.068,1.449,-22.705,-25.635,29.419
0.491,0.066,1.279,-34.241,-5.371,39.185
0.467,0.198,1.133,-44.006,7.019,43.884
0.452,0.312,1.038,-50.964,12.390,43.213
0.456,0.400,1.001,-55.054,12.573,38.269
0.468,0.434,0.997,-58.716,8.911,30.090
0.497,0.432,1.032,-61.890,2.258,19.714
0.515,0.392,1.075,-66.040,-4.456,10.071
0.551,0.338,1.151,-70.679,-11.902,1.831
0.569,0.265,1.220,-76.538,-17.883,-4.761
0.583,0.203,1.268,-84.167,-18.860,-7.935
0.585,0.141,1.278,-93.201,-14.465,-8.118
0.588,0.109,1.265,-101.868,-6.104,-4.822
0.582,0.099,1.228,-110.474,4.333,1.404
0.566,0.107,1.169,-119.507,16.724,9.460
0.547,0.123,1.093,-128.662,29.236,17.700
0.533,0.151,1.000,-137.634,41.687,24.719
0.518,0.177,0.888,-145.691,52.795,29.846
0.509,0.217,0.781,-151.917,61.279,32.715
0.513,0.246,0.710,-154.663,65.063,32.593
0.502,0.255,0.688,-155.334,63.354,29.480
0.494,0.261,0.653,-159.363,60.791,26.611
0.494,0.247,0.614,-167.053,60.791,25.696
0.475,0.235,0.555,-176.270,63.416,29.480
0.444,0.256,0.481,-185.364,67.993,36.682
0.402,0.289,0.387,-192.200,74.097,42.236
0.365,0.332,0.286,-194.336,82.031,45.837
0.337,0.370,0.182,-192.383,89.905,47.302
0.316,0.414,0.088,-188.049,95.703,46.875
0.305,0.457,-0.004,-182.007,98.022,43.762
0.305,0.490,-0.076,-173.706,96.252,37.720
0.312,0.467,-0.106,-166.016,89.478,29.846
0.337,0.414,-0.109,-164.246,78.430,22.400
0.335,0.363,-0.099,-172.302,63.965,16.968
0.318,0.308,-0.105,-185.425,53.284,13.611
0.281,0.265,-0.163,-197.021,54.443,16.052
0.232,0.262,-0.240,-200.378,71.167,28.198
0.198,0.292,-0.330,-196.594,97.107,44.128
0.186,0.344,-0.439,-191.223,120.178,55.115
0.205,0.413,-0.562,-186.340,131.653,56.030
0.250,0.477,-0.658,-181.580,129.639,48.767
0.299,0.499,-0.704,-177.185,114.807,36.194
0.315,0.472,-0.709,-175.049,92.041,22.034
0.296,0.415,-0.711,-174.988,73.914,12.756
0.267,0.341,-0.751,-175.842,69.702,11.719
0.287,0.291,-0.805,-176.208,75.378,17.212
0.339,0.286,-0.886,-177.673,80.078,24.475
0.411,0.304,-0.979,-181.091,77.576,28.687
0.459,0.335,-1.019,-179.626,67.932,27.100
0.468,0.329,-1.035,-172.729,56.946,23.254
0.431,0.342,-1.048,-164.246,53.528,24.841
0.370,0.380,-1.093,-152.954,59.509,32.104
0.312,0.433,-1.161,-142.456,68.054,39.185
0.296,0.496,-1.233,-133.545,72.754,41.443
0.329,0.535,-1.288,-126.587,69.397,36.926
0.388,0.534,-1.296,-122.070,54.749,27.344
0.463,0.501,-1.253,-119.812,32.715,16.357
0.519,0.464,-1.163,-119.568,8.911,7.019
0.572,0.459,-1.041,-120.300,-10.254,1.526
0.521,0.388,-0.972,-120.422,-20.813,0.305
0.451,0.362,-0.901,-114.014,-17.944,7.812
0.337,0.378,-0.901,-105.042,0.427,24.597
0.266,0.468,-0.954,-97.595,26.306,40.894
0.268,0.533,-1.047,-93.567,45.715,43.823
0.332,0.554,-1.133,-91.919,49.866,36.316
0.402,0.551,-1.165,-89.783,40.283,25.757
0.465,0.516,-1.151,-86.121,24.292,15.198
0.505,0.484,-1.102,-81.787,7.874,7.751
0.569,0.460,-1.021,-79.529,-6.592,4.272
0.426,0.452,-0.993,-78.918,-16.907,4.761
0.484,0.538,-0.980,-78.918,-10.498,14.099
0.268,0.478,-1.081,-64.941,4.944,13.733
0.226,0.512,-1.108,-59.814,27.954,34.363
0.320,0.578,-1.186,-47.119,41.687,31.067
0.348,0.590,-1.246,-43.030,41.809,26.306
0.379,0.586,-1.258,-37.659,32.166,17.761
0.401,0.563,-1.240,-32.227,19.836,10.193
0.375,0.510,-1.179,-25.269,8.118,4.333
0.454,0.531,-1.136,-19.592,-1.648,2.502
0.408,0.513,-1.080,-14.099,-6.714,0.916
0.385,0.505,-1.033,-10.315,-7.874,0.488
0.379,0.491,-0.979,-5.676,-5.676,1.160
0.376,0.467,-0.962,-3.235,-3.723,2.380
0.376,0.464,-0.952,-2.502,-1.526,3.906
0.374,0.466,-0.963,-2.563,2.258,5.188
0.387,0.476,-0.980,-1.038,6.531,6.592
0.393,0.475,-0.997,1.404,8.789,7.263
0.397,0.472,-0.993,3.052,6.897,6.287
0.397,0.468,-0.973,4.333,2.686,3.906
0.394,0.467,-0.936,5.615,-1.770,0.916
0.381,0.456,-0.898,6.714,-5.188,-1.038
0.375,0.448,-0.860,7.080,-6.836,-2.197
0.372,0.433,-0.843,5.493,-6.714,-2.258
0.373,0.427,-0.841,3.601,-5.127,-1.282
0.371,0.429,-0.852,1.770,-2.502,1.709
0.372,0.442,-0.869,0.977,0.427,4.272
0.374,0.441,-0.883,1.160,2.014,5.127
0.369,0.439,-0.887,1.526,1.160,5.005
0.356,0.448,-0.884,2.808,-0.549,4.578
0.340,0.455,-0.878,4.395,-1.892,3.601
0.333,0.443,-0.866,5.859,-2.808,1.648
0.347,0.432,-0.853,7.385,-3.418,-0.977
0.361,0.419,-0.836,8.972,-3.479,-2.991
0.378,0.400,-0.814,9.888,-3.540,-3.601
0.381,0.385,-0.796,9.033,-3.296,-2.686
0.379,0.382,-0.795,6.409,-2.197,-0.793
0.372,0.390,-0.807,2.686,-0.366,1.465
0.366,0.396,-0.848,-0.671,1.770,3.174
0.356,0.412,-0.898,-3.113,4.089,4.700
0.354,0.443,-0.940,-3.235,5.066,5.310
0.359,0.462,-0.975,-1.038,4.028,4.211
0.371,0.469,-0.992,3.540,0.854,2.014
0.381,0.447,-1.005,7.629,-2.686,-0.488
0.388,0.427,-1.023,11.108,-5.249,-2.502

0.504,-0.420,1.644,74.524,-99.487,-43.518
0.483,-0.391,1.646,48.035,-94.177,-40.771
0.454,-0.342,1.582,30.334,-73.914,-26.001
0.433,-0.234,1.488,20.325,-43.945,-5.005
0.411,-0.095,1.337,11.169,-12.207,16.724
0.393,0.057,1.167,0.122,10.498,31.982
0.387,0.189,1.018,-10.193,20.508,36.560
0.405,0.302,0.903,-17.822,23.560,32.043
0.445,0.367,0.823,-22.400,22.888,23.560
0.491,0.386,0.776,-24.231,19.836,13.123
0.540,0.398,0.763,-24.841,15.503,4.822
0.573,0.379,0.770,-23.682,12.878,0.427
0.612,0.347,0.815,-19.958,11.230,-2.014
0.645,0.302,0.876,-17.212,9.216,-3.357
0.669,0.272,0.945,-17.639,6.836,-3.174
0.673,0.237,0.998,-19.958,4.761,-1.953
0.669,0.202,1.032,-23.926,3.601,-0.793
0.661,0.172,1.077,-28.503,2.563,0.366
0.646,0.102,1.103,-34.851,0.549,0.732
0.642,0.059,1.152,-41.931,-2.014,-1.404
0.635,0.009,1.190,-51.086,-3.784,-3.540
0.639,-0.016,1.212,-62.012,-4.150,-3.479
0.614,-0.031,1.224,-74.097,-2.625,-1.770
0.600,-0.027,1.228,-84.351,1.648,1.953
0.573,0.000,1.205,-95.276,9.521,8.789
0.537,0.035,1.147,-106.079,18.738,16.541
0.511,0.078,1.071,-115.845,27.893,23.437
0.481,0.109,0.993,-123.535,36.316,28.748
0.456,0.143,0.921,-129.639,44.556,33.447
0.435,0.178,0.848,-135.254,51.331,36.377
0.418,0.211,0.783,-140.991,55.420,36.377
0.417,0.237,0.741,-145.630,56.702,33.264
0.425,0.253,0.718,-150.085,56.396,27.710
0.435,0.274,0.698,-155.396,56.519,22.278
0.437,0.298,0.674,-160.461,58.472,18.372
0.445,0.323,0.645,-162.903,63.599,16.174
0.444,0.321,0.598,-164.246,71.411,17.090
0.452,0.299,0.541,-166.016,80.322,20.996
0.450,0.293,0.469,-168.701,88.806,28.076
0.447,0.317,0.395,-172.302,94.299,35.522
0.441,0.332,0.325,-173.950,96.558,39.124
0.457,0.355,0.285,-172.729,94.849,38.574
0.451,0.354,0.253,-172.974,89.294,36.194
0.450,0.369,0.240,-173.706,81.665,31.128
0.446,0.365,0.235,-175.781,74.402,24.597
0.438,0.347,0.228,-179.749,68.909,18.738
0.420,0.316,0.210,-183.411,68.359,16.357
0.388,0.296,0.167,-186.279,75.806,19.775
0.359,0.300,0.101,-187.683,88.562,27.039
0.337,0.300,0.017,-189.270,100.708,33.630
0.325,0.313,-0.069,-191.650,107.910,37.170
0.321,0.345,-0.147,-194.275,107.056,35.706
0.336,0.366,-0.211,-196.594,99.670,29.053
0.369,0.354,-0.232,-198.181,87.280,18.677
0.412,0.288,-0.214,-198.914,73.853,8.423
0.420,0.197,-0.204,-201.721,66.711,4.272
0.370,0.113,-0.248,-204.956,72.754,11.780
0.297,0.067,-0.353,-204.285,97.412,32.715
0.255,0.098,-0.512,-201.660,132.935,61.157
0.220,0.181,-0.704,-199.951,161.438,83.923
0.246,0.299,-0.886,-200.439,169.556,91.614
0.331,0.385,-1.024,-201.965,152.344,79.285
0.439,0.426,-1.095,-204.651,111.816,51.880
0.508,0.409,-1.065,-205.322,61.462,20.813
0.500,0.317,-0.986,-201.416,21.484,-1.404
0.416,0.180,-0.958,-194.031,9.460,-7.019
0.306,0.099,-1.006,-184.753,30.090,6.531
0.246,0.121,-1.139,-175.293,67.444,32.593
0.269,0.242,-1.338,-169.006,99.731,55.054
0.314,0.411,-1.524,-165.283,112.000,67.078
0.393,0.549,-1.644,-156.921,101.990,64.148
0.489,0.607,-1.668,-145.813,73.914,48.889
0.566,0.585,-1.587,-131.165,36.011,30.701
0.598,0.509,-1.412,-115.784,-1.343,16.724
0.584,0.443,-1.217,-104.736,-31.372,9.338
0.523,0.378,-1.048,-100.525,-51.208,7.324
0.399,0.334,-0.925,-100.342,-56.030,11.902
0.213,0.341,-0.885,-99.915,-39.368,26.794
0.074,0.409,-0.939,-96.741,-1.831,46.448
0.050,0.534,-1.089,-90.759,43.701,58.350
0.103,0.620,-1.317,-86.548,78.613,57.800
0.205,0.700,-1.497,-78.613,90.393,47.058
0.329,0.723,-1.609,-68.542,79.285,28.931
0.435,0.753,-1.577,-55.603,50.598,8.179
0.478,0.707,-1.525,-43.030,18.311,-6.409
0.501,0.650,-1.428,-23.071,-11.292,-20.325
0.386,0.560,-1.256,-14.648,-30.396,-14.893
0.409,0.547,-1.093,-5.615,-35.889,-18.921
0.399,0.503,-0.984,-2.441,-31.677,-14.038
0.390,0.497,-0.901,1.587,-17.578,-5.249
0.367,0.513,-0.874,3.967,0.122,3.845
0.388,0.548,-0.885,5.310,14.709,10.010
0.404,0.566,-0.911,3.967,20.508,9.277
0.435,0.561,-0.929,2.136,16.541,3.601
0.504,0.546,-0.924,0.427,8.728,-3.235
0.527,0.517,-0.932,0.977,2.380,-7.324
0.509,0.485,-0.915,2.441,-1.648,-7.446
0.511,0.460,-0.895,3.479,-4.883,-7.812
0.502,0.459,-0.865,3.540,-9.338,-6.897
0.482,0.454,-0.838,3.113,-11.230,-5.615
0.462,0.460,-0.819,3.967,-8.484,-2.808
0.441,0.464,-0.811,4.944,-3.479,0.916
0.430,0.463,-0.818,5.493,1.343,3.357
0.425,0.458,-0.827,4.883,3.174,3.357
0.428,0.460,-0.830,4.395,1.282,0.977
0.430,0.452,-0.830,3.784,-1.160,-0.854
0.436,0.445,-0.821,4.456,-2.380,-2.258
0.439,0.422,-0.802,5.127,-3.174,-3.052
0.435,0.398,-0.778,4.578,-4.089,-2.686
0.417,0.394,-0.765,2.136,-4.883,-1.526
0.398,0.408,-0.764,-0.122,-4.517,-0.061
0.387,0.416,-0.782,-2.136,-2.930,1.709
0.385,0.431,-0.801,-1.587,0.061,3.662
0.381,0.444,-0.822,-0.610,2.380,4.883
0.386,0.449,-0.835,0.000,2.625,3.845
0.396,0.447,-0.838,1.160,1.099,2.075
0.408,0.443,-0.833,3.174,-0.366,0.427
0.427,0.425,-0.818,4.822,-1.770,-1.282
0.443,0.403,-0.800,5.371,-2.930,-2.502

1.089,-0.437,1.501,180.725,-62.988,-37.170
1.179,-0.417,1.580,154.968,-76.965,-27.283
1.148,-0.467,1.847,134.338,-91.614,-32.898
1.031,-0.563,1.965,98.328,-120.239,-45.898
0.887,-0.610,2.007,55.176,-135.620,-46.875
0.780,-0.509,1.957,23.560,-120.911,-33.142
0.692,-0.364,1.750,-0.366,-77.332,-10.254
0.666,-0.170,1.432,-17.883,-22.278,14.038
0.637,0.045,1.094,-28.442,21.851,34.668
0.630,0.229,0.814,-35.339,43.640,43.091
0.629,0.355,0.603,-41.626,40.161,37.415
0.646,0.427,0.486,-48.340,19.836,22.705
0.692,0.448,0.473,-53.345,-5.737,5.798
0.742,0.441,0.528,-56.213,-27.832,-7.263
0.789,0.417,0.611,-57.861,-40.894,-14.771
0.825,0.387,0.681,-58.960,-44.434,-15.869
0.840,0.363,0.734,-58.411,-41.565,-11.902
0.842,0.332,0.766,-57.678,-36.072,-6.409
0.838,0.313,0.790,-57.373,-31.189,-1.465
0.826,0.289,0.820,-57.983,-28.931,1.648
0.813,0.271,0.866,-60.059,-28.931,1.465
0.804,0.228,0.869,-65.491,-30.273,0.244
0.795,0.238,0.898,-71.289,-29.602,-1.343
0.759,0.210,0.880,-79.224,-27.344,-0.854
0.755,0.203,0.854,-89.294,-23.132,2.869
0.717,0.236,0.805,-101.318,-18.433,8.728
0.685,0.278,0.749,-111.206,-12.634,13.184
0.675,0.313,0.704,-117.249,-4.089,17.944
0.662,0.331,0.649,-117.798,8.179,23.437
0.650,0.359,0.595,-116.150,21.484,29.785
0.635,0.381,0.541,-114.807,31.738,34.851
0.612,0.387,0.503,-112.915,38.025,37.048
0.574,0.405,0.460,-112.061,42.480,38.025
0.537,0.409,0.420,-112.122,45.227,37.720
0.507,0.396,0.406,-112.915,46.753,34.790
0.505,0.372,0.389,-117.859,47.424,31.128
0.492,0.327,0.351,-128.113,47.119,29.114
0.492,0.342,0.305,-138.000,47.668,26.489
0.483,0.354,0.256,-146.423,49.133,26.001
0.473,0.359,0.214,-148.743,53.894,27.527
0.453,0.385,0.165,-147.522,61.951,30.884
0.441,0.409,0.118,-145.264,69.824,33.447
0.421,0.420,0.058,-141.968,77.393,35.278
0.390,0.423,0.002,-138.245,82.153,36.133
0.395,0.361,-0.064,-136.292,81.909,35.156
0.406,0.286,-0.082,-139.282,76.904,33.752
0.358,0.235,-0.106,-151.489,68.298,35.217
0.341,0.217,-0.143,-168.457,64.819,37.170
0.333,0.225,-0.220,-181.946,70.679,41.748
0.328,0.263,-0.291,-187.378,81.238,49.683
0.329,0.308,-0.349,-187.744,90.576,55.115
0.349,0.342,-0.418,-186.340,96.619,55.542
0.355,0.346,-0.493,-183.411,98.267,52.185
0.314,0.324,-0.564,-176.819,101.624,51.575
0.276,0.329,-0.663,-165.894,115.723,59.448
0.250,0.352,-0.793,-155.029,132.019,69.885
0.278,0.385,-0.928,-149.109,137.329,74.158
0.365,0.404,-1.031,-151.489,122.131,67.078
0.481,0.405,-1.059,-161.438,85.083,48.767
0.526,0.387,-1.022,-172.607,41.138,29.175
0.471,0.334,-0.983,-176.147,15.320,21.240
0.324,0.332,-0.985,-167.725,22.095,34.058
0.189,0.443,-1.065,-150.330,57.129,63.660
0.124,0.601,-1.198,-132.446,96.741,89.539
0.166,0.766,-1.320,-119.446,113.464,93.750
0.308,0.848,-1.335,-109.314,97.107,73.853
0.431,0.777,-1.203,-100.403,54.077,42.053
0.452,0.631,-0.999,-95.093,6.897,13.550
0.425,0.507,-0.834,-97.229,-20.691,-1.648
0.378,0.464,-0.759,-102.722,-21.240,-1.221
0.361,0.489,-0.782,-106.323,-0.671,9.766
0.385,0.527,-0.879,-105.286,24.536,21.179
0.410,0.552,-0.982,-102.234,38.818,27.832
0.425,0.573,-1.058,-99.976,39.124,28.381
0.445,0.590,-1.114,-98.267,31.921,24.170
0.482,0.605,-1.148,-94.421,22.888,18.799
0.514,0.595,-1.143,-86.914,13.123,14.404
0.521,0.559,-1.109,-77.087,3.723,11.780
0.469,0.531,-1.071,-69.031,-1.465,12.695
0.405,0.545,-1.071,-62.134,1.465,19.409
0.432,0.647,-1.091,-58.411,11.475,29.724
0.318,0.645,-1.062,-55.420,22.644,30.640
0.119,0.508,-1.084,-50.476,19.348,19.470
0.410,0.656,-1.114,-47.424,15.198,23.926
0.374,0.639,-1.111,-35.400,13.000,17.822
0.370,0.593,-1.116,-31.616,11.047,13.367
0.389,0.573,-1.107,-28.748,5.920,8.972
0.396,0.569,-1.093,-25.452,1.526,6.775
0.388,0.563,-1.077,-20.264,-0.305,6.897
0.383,0.567,-1.053,-15.381,-0.610,7.385
0.467,0.579,-1.013,-12.207,-1.282,5.920
0.361,0.547,-1.014,-9.033,-1.953,2.930
0.359,0.537,-0.943,-4.883,-1.831,4.883
0.388,0.525,-0.911,-0.916,-1.770,1.038
0.408,0.502,-0.875,-0.305,-3.601,-1.648
0.417,0.489,-0.845,-1.343,-6.165,-4.028
0.422,0.476,-0.826,-2.258,-6.775,-3.967
0.432,0.482,-0.819,-1.160,-3.113,-1.404
0.435,0.487,-0.822,1.343,1.404,1.709
0.434,0.492,-0.826,3.174,4.211,3.174
0.440,0.497,-0.825,3.174,3.540,2.563
0.441,0.492,-0.820,2.930,1.221,0.732
0.454,0.482,-0.806,3.540,-0.671,-0.916
0.450,0.465,-0.788,4.211,-1.953,-1.099
0.433,0.454,-0.774,3.967,-2.502,-0.427
0.413,0.458,-0.762,2.136,-2.441,0.122
0.409,0.464,-0.773,0.183,-0.427,1.953
0.400,0.481,-0.791,-1.282,2.747,5.371
0.382,0.501,-0.806,-2.014,5.005,7.690
0.368,0.515,-0.822,-1.953,5.493,7.141
0.361,0.518,-0.826,-1.770,4.456,5.066
0.364,0.518,-0.825,-1.038,2.136,2.075
0.368,0.527,-0.819,0.427,0.244,-1.221
0.380,0.498,-0.820,2.502,-0.427,-4.333
0.383,0.480,-0.816,3.723,-0.732,-4.883
0.373,0.472,-0.818,3.723,-0.732,-3.357
0.368,0.480,-0.819,3.296,0.305,-0.732
0.359,0.489,-0.822,3.052,1.343,1.038
0.358,0.496,-0.825,2.441,1.953,1.526

1.149,-0.517,1.542,170.471,-66.223,-29.663
0.983,-0.690,1.766,157.104,-74.707,-29.114
1.042,-0.717,1.851,128.479,-79.102,-13.367
0.938,-0.800,2.081,105.164,-85.022,-20.813
0.816,-0.834,2.130,60.730,-99.243,-32.532
0.732,-0.754,2.111,9.460,-100.159,-33.386
0.643,-0.601,1.979,-30.396,-81.177,-18.982
0.565,-0.404,1.775,-56.946,-44.983,3.540
0.524,-0.217,1.553,-72.021,-7.751,24.414
0.511,-0.075,1.359,-81.177,17.151,35.950
0.522,0.023,1.214,-87.952,26.062,37.476
0.534,0.088,1.122,-96.191,21.423,31.067
0.542,0.131,1.062,-107.056,10.498,19.592
0.557,0.158,1.029,-116.333,-0.793,5.859
0.574,0.142,1.026,-122.314,-7.996,-6.531
0.598,0.094,1.063,-124.390,-10.437,-15.808
0.609,0.029,1.094,-127.197,-6.653,-18.738
0.603,-0.009,1.091,-134.521,3.235,-14.160
0.581,-0.014,1.048,-143.188,18.738,-5.127
0.566,0.018,0.974,-151.184,37.720,5.005
0.566,0.070,0.869,-156.677,56.091,13.245
0.570,0.115,0.753,-161.011,69.336,17.822
0.581,0.152,0.637,-164.185,76.721,19.043
0.589,0.170,0.531,-166.138,79.346,17.700
0.598,0.192,0.449,-166.748,78.674,15.991
0.603,0.203,0.395,-165.649,77.637,15.442
0.616,0.189,0.358,-164.734,77.881,16.663
0.615,0.168,0.325,-166.504,80.139,21.790
0.604,0.160,0.283,-170.837,85.388,31.799
0.578,0.176,0.213,-176.941,91.675,43.579
0.551,0.194,0.114,-183.105,97.839,54.626
0.502,0.250,0.050,-184.753,103.455,64.453
0.461,0.299,-0.042,-182.739,108.215,72.693
0.426,0.367,-0.121,-179.871,112.061,75.745
0.398,0.422,-0.214,-172.729,113.647,71.472
0.392,0.457,-0.283,-163.574,109.253,61.646
0.406,0.432,-0.317,-155.090,98.267,48.767
0.415,0.386,-0.328,-150.024,86.365,38.513
0.424,0.297,-0.330,-148.865,80.322,37.415
0.422,0.253,-0.333,-155.151,80.261,46.509
0.392,0.278,-0.387,-170.654,80.078,59.265
0.378,0.340,-0.461,-184.326,78.735,65.674
0.377,0.365,-0.522,-192.200,76.416,63.721
0.378,0.361,-0.570,-193.054,75.256,58.594
0.348,0.366,-0.628,-188.416,82.031,59.387
0.310,0.386,-0.707,-177.124,97.778,66.711
0.262,0.448,-0.798,-161.865,116.211,74.768
0.224,0.499,-0.906,-147.583,131.836,81.604
