aX,aY,aZ,gX,gY,gZ
0.332,0.579,0.899,-125.305,-27.466,-51.086
0.392,0.505,0.884,-114.868,-8.179,-45.471
0.425,0.483,0.851,-107.056,12.146,-33.875
0.436,0.485,0.813,-101.135,31.189,-21.912
0.445,0.502,0.783,-96.008,46.448,-14.648
0.447,0.504,0.755,-93.811,57.251,-10.559
0.440,0.478,0.720,-92.896,64.636,-8.545
0.443,0.454,0.718,-90.820,68.115,-8.301
0.433,0.418,0.741,-87.708,68.909,-9.705
0.427,0.377,0.763,-87.158,69.031,-11.658
0.431,0.346,0.769,-91.919,70.007,-13.245
0.431,0.267,0.747,-99.304,73.792,-11.963
0.448,0.169,0.723,-108.398,79.712,-4.578
0.400,0.179,0.669,-120.850,88.135,12.390
0.336,0.222,0.576,-133.972,100.464,31.250
0.301,0.255,0.473,-142.334,113.464,43.213
0.268,0.305,0.334,-146.729,122.253,49.561
0.264,0.400,0.175,-147.644,124.329,50.171
0.264,0.465,0.064,-144.592,118.225,43.640
0.257,0.492,0.020,-138.916,106.445,31.555
0.260,0.482,0.028,-133.545,93.994,16.724
0.274,0.411,0.059,-131.165,85.144,4.883
0.288,0.342,0.077,-135.132,81.604,1.587
0.240,0.318,0.061,-143.555,85.999,5.554
0.210,0.317,-0.002,-149.902,102.295,13.977
0.198,0.345,-0.100,-151.123,126.404,24.048
0.207,0.341,-0.206,-149.353,148.499,32.227
0.251,0.362,-0.306,-147.217,161.316,36.682
0.301,0.419,-0.435,-147.339,161.011,36.743
0.372,0.472,-0.521,-146.362,145.203,28.625
0.453,0.473,-0.534,-143.860,117.371,11.475
0.487,0.392,-0.507,-145.996,84.778,-8.545
0.495,0.301,-0.463,-150.269,57.434,-23.254
0.476,0.200,-0.421,-153.320,49.744,-27.100
0.464,0.123,-0.434,-153.625,64.819,-16.235
0.432,0.125,-0.524,-155.151,93.750,5.127
0.421,0.204,-0.670,-153.870,125.977,30.090
0.435,0.321,-0.826,-149.780,147.705,48.706
0.477,0.443,-0.959,-145.569,147.339,53.162
0.546,0.531,-1.027,-144.043,121.826,40.710
0.616,0.532,-1.000,-143.494,77.576,16.357
0.608,0.449,-0.911,-143.250,29.907,-8.362
0.543,0.354,-0.808,-142.700,0.977,-20.813
0.479,0.281,-0.765,-141.357,2.441,-16.663
0.423,0.281,-0.796,-139.160,27.283,-0.366
0.422,0.357,-0.908,-134.399,60.791,21.240
0.448,0.480,-1.049,-128.174,85.938,37.109
0.497,0.581,-1.165,-119.690,92.163,41.443
0.551,0.612,-1.203,-109.741,77.881,34.180
0.578,0.579,-1.171,-102.417,48.706,20.142
0.591,0.546,-1.066,-98.022,15.259,6.104
0.563,0.505,-0.992,-97.473,-8.850,-3.662
0.513,0.481,-0.938,-97.351,-16.724,-7.019
0.482,0.461,-0.908,-93.750,-10.254,-4.700
0.460,0.477,-0.921,-88.684,7.751,3.479
0.465,0.506,-0.982,-83.130,27.893,12.024
0.496,0.533,-1.024,-78.369,37.354,14.771
0.524,0.527,-1.038,-74.707,33.569,11.536
0.543,0.516,-0.999,-71.167,22.095,4.700
0.498,0.457,-0.970,-68.298,10.620,-0.671
0.619,0.545,-0.955,-67.078,4.944,1.892
0.502,0.518,-0.904,-64.087,9.521,2.380
0.461,0.479,-0.964,-61.829,12.146,0.671
0.284,0.396,-1.037,-60.547,17.700,5.249
0.609,0.584,-1.070,-51.208,30.273,20.020
0.498,0.582,-1.126,-38.757,39.063,25.269
0.504,0.612,-1.159,-34.180,39.246,24.536
0.539,0.622,-1.159,-31.006,31.006,17.029
0.552,0.604,-1.138,-28.870,17.273,6.409

0.388,0.553,-1.727,95.764,7.629,11.414
0.383,0.518,-1.760,114.380,2.075,7.446
0.393,0.473,-1.719,130.920,-14.099,-3.052
0.393,0.395,-1.661,142.517,-36.011,-15.747
0.396,0.324,-1.579,149.475,-58.228,-27.588
0.404,0.254,-1.478,155.945,-79.041,-35.889
0.401,0.277,-1.349,160.950,-94.482,-38.452
0.388,0.277,-1.236,166.809,-98.755,-36.621
0.391,0.217,-1.169,177.063,-88.989,-31.555
0.387,0.239,-1.152,189.087,-68.481,-19.653
0.390,0.302,-1.180,203.430,-44.128,-6.958
0.410,0.348,-1.192,219.543,-30.884,-3.540
0.424,0.302,-1.161,231.934,-37.048,-10.620
0.422,0.258,-1.079,236.877,-60.425,-24.353
0.416,0.226,-0.938,235.718,-95.337,-40.527
0.408,0.184,-0.769,228.699,-132.568,-57.129
0.384,0.114,-0.639,218.445,-156.799,-66.345
0.363,0.081,-0.576,213.684,-155.579,-60.791
0.350,0.127,-0.575,217.957,-127.380,-43.335
0.394,0.235,-0.589,230.164,-89.661,-23.682
0.385,0.281,-0.602,242.859,-69.275,-14.526
0.360,0.324,-0.597,249.695,-68.176,-16.357
0.308,0.288,-0.552,254.150,-80.261,-27.466
0.280,0.204,-0.492,253.784,-99.548,-44.983
0.276,0.145,-0.447,245.117,-117.310,-61.096
0.309,0.245,-0.383,237.183,-128.418,-67.993
0.300,0.233,-0.283,233.765,-142.029,-73.853
0.286,0.207,-0.127,233.215,-152.466,-78.247
0.278,0.185,0.010,234.802,-151.062,-74.707
0.266,0.140,0.099,240.479,-138.855,-66.162
0.262,0.139,0.172,252.319,-120.239,-53.711
0.246,0.065,0.251,266.602,-102.661,-44.189
0.270,-0.031,0.379,276.672,-89.600,-40.405
0.276,-0.132,0.502,276.428,-82.336,-37.415
0.345,-0.170,0.641,270.203,-77.881,-37.292
0.423,-0.201,0.777,260.559,-78.247,-39.063
0.512,-0.277,0.953,252.563,-84.595,-43.274
0.594,-0.408,1.194,248.657,-95.093,-45.593
0.689,-0.573,1.563,248.657,-108.398,-47.241
0.756,-0.795,2.009,243.286,-129.028,-50.293
0.729,-1.130,2.563,235.107,-155.579,-57.373
0.622,-1.680,3.195,218.872,-177.734,-61.096
0.477,-1.966,3.687,171.143,-190.857,-48.157
0.388,-1.755,3.758,87.036,-174.438,-18.677
0.125,-1.394,3.315,-6.958,-115.601,12.634
0.225,-0.874,2.560,-87.097,-31.433,52.612
0.187,-0.406,1.878,-120.422,37.598,73.608
0.202,0.018,1.302,-144.287,57.251,77.087
0.202,0.267,0.999,-155.518,38.025,61.096
0.225,0.360,0.907,-155.090,6.165,34.546
0.250,0.389,0.906,-153.320,-15.381,13.611
0.288,0.389,0.954,-149.841,-24.292,0.183
0.331,0.375,1.024,-145.264,-24.780,-7.263
0.358,0.341,1.080,-141.296,-18.555,-10.803
0.384,0.295,1.101,-139.160,-6.531,-10.681
0.395,0.257,1.096,-138.794,7.751,-8.545
0.396,0.246,1.050,-140.442,23.254,-5.615
0.398,0.246,0.992,-141.968,38.757,-1.892
0.397,0.249,0.911,-142.761,54.688,3.052
0.394,0.261,0.823,-143.555,69.031,8.362
0.395,0.293,0.738,-143.860,80.750,12.878
0.398,0.318,0.652,-143.860,89.050,15.076
0.403,0.341,0.579,-143.127,92.590,15.259
0.410,0.342,0.535,-141.785,91.431,13.184
0.405,0.321,0.515,-141.052,88.989,11.108
0.381,0.295,0.484,-142.639,91.064,11.963
0.377,0.257,0.433,-145.508,97.046,15.381
0.373,0.237,0.351,-149.292,104.614,21.423
0.358,0.224,0.280,-154.724,110.046,29.968
0.330,0.258,0.191,-161.987,114.441,40.344
0.307,0.305,0.099,-168.579,117.981,48.218
0.286,0.361,0.009,-171.387,119.385,52.490
0.280,0.430,-0.083,-171.509,117.188,51.636
0.294,0.499,-0.163,-169.312,109.924,45.044
0.300,0.518,-0.190,-163.940,98.328,34.424
0.312,0.516,-0.191,-156.860,88.440,22.583
0.314,0.487,-0.187,-150.330,83.740,13.123
0.349,0.409,-0.193,-144.897,85.999,10.742
0.352,0.346,-0.204,-142.517,93.872,15.808
0.381,0.300,-0.240,-145.813,103.760,27.161
0.390,0.364,-0.323,-155.396,111.328,41.626
0.399,0.479,-0.436,-164.001,112.244,50.781
0.429,0.562,-0.523,-165.222,104.736,49.133
0.466,0.580,-0.571,-161.377,88.135,38.086
0.489,0.534,-0.555,-155.029,66.956,23.560
0.485,0.483,-0.502,-147.522,50.964,13.000
0.446,0.455,-0.455,-139.160,49.133,10.986
0.420,0.464,-0.428,-131.287,63.049,15.442
0.404,0.464,-0.456,-124.878,85.754,22.278
0.414,0.466,-0.503,-120.361,106.567,27.893
0.480,0.439,-0.553,-121.033,115.906,30.640
0.509,0.421,-0.602,-131.287,107.300,31.433
0.543,0.434,-0.629,-146.057,84.045,27.100
0.538,0.413,-0.646,-157.715,56.274,17.761
0.508,0.370,-0.669,-160.828,39.368,11.780
0.441,0.336,-0.709,-154.114,39.917,14.954
0.382,0.377,-0.753,-141.907,55.542,27.405
0.339,0.433,-0.815,-128.479,75.378,40.527
0.304,0.476,-0.882,-119.446,87.463,46.021
0.286,0.522,-0.952,-116.455,89.233,43.945
0.317,0.552,-1.011,-117.859,82.520,35.095
0.380,0.540,-1.059,-120.911,68.848,21.484
0.472,0.478,-1.077,-121.704,50.598,8.301
0.517,0.400,-1.059,-123.169,30.396,0.427
0.471,0.378,-1.059,-125.793,16.052,1.282
0.397,0.420,-1.065,-122.986,18.250,9.644
0.355,0.468,-1.099,-112.305,34.241,20.508
0.345,0.523,-1.130,-99.976,49.683,28.870
0.353,0.563,-1.143,-90.210,53.101,29.297
0.366,0.582,-1.128,-86.609,43.213,22.461
0.378,0.573,-1.093,-86.609,25.513,11.230
0.391,0.547,-1.063,-86.975,10.071,1.221
0.407,0.517,-1.051,-85.205,3.296,-3.845
0.482,0.516,-1.054,-80.566,5.981,-3.296
0.469,0.529,-1.117,-73.792,15.747,2.991
0.357,0.487,-1.135,-67.383,30.701,10.986
0.470,0.527,-1.163,-57.251,35.095,9.766
0.510,0.617,-1.251,-47.302,39.673,17.090
0.332,0.601,-1.213,-34.851,42.603,27.344

0.837,-0.616,2.080,209.717,-104.858,-37.231
0.836,-0.823,2.564,201.477,-120.300,-37.170
0.782,-1.124,2.999,177.429,-127.014,-36.865
0.683,-1.312,3.244,125.305,-126.221,-28.809
0.587,-1.177,3.174,52.002,-113.586,-7.141
0.280,-0.905,2.798,-18.372,-78.064,16.052
0.320,-0.461,2.185,-72.693,-24.231,47.058
0.255,-0.121,1.687,-93.201,23.315,61.462
0.249,0.156,1.205,-110.535,39.551,56.519
0.259,0.353,0.876,-121.033,34.485,44.678
0.271,0.462,0.673,-119.141,22.888,31.006
0.287,0.521,0.553,-111.450,15.686,20.996
0.328,0.568,0.516,-101.807,12.268,14.709
0.384,0.573,0.561,-93.994,6.531,7.751
0.435,0.561,0.665,-89.478,-2.014,-0.122
0.449,0.552,0.761,-87.952,-6.531,-4.456
0.445,0.537,0.847,-85.876,-5.859,-6.470
0.443,0.498,0.907,-83.801,-0.854,-8.606
0.450,0.441,0.939,-82.153,7.812,-9.949
0.468,0.386,0.958,-80.750,17.456,-9.888
0.480,0.336,0.961,-81.970,24.658,-8.301
0.480,0.315,0.944,-87.219,28.992,-6.287
0.472,0.306,0.905,-93.689,32.288,-5.859
0.477,0.279,0.872,-98.816,36.255,-6.592
0.489,0.228,0.836,-105.530,40.955,-5.859
0.500,0.214,0.793,-115.662,45.471,-1.831
0.486,0.239,0.729,-125.732,50.415,5.859
0.473,0.272,0.665,-131.714,55.481,11.597
0.465,0.296,0.611,-133.606,60.547,14.709
0.455,0.316,0.563,-134.827,66.223,17.944
0.421,0.338,0.490,-135.620,74.707,22.034
0.400,0.383,0.417,-135.132,85.022,25.452
0.376,0.419,0.343,-132.812,94.604,26.978
0.372,0.457,0.266,-129.272,101.257,25.391
0.377,0.480,0.216,-125.793,101.746,21.362
0.376,0.491,0.185,-124.207,95.947,14.771
0.387,0.463,0.169,-124.084,88.318,6.409
0.439,0.349,0.190,-125.244,83.008,1.038
0.439,0.344,0.192,-135.803,79.102,6.165
0.425,0.408,0.145,-149.353,77.942,14.160
0.408,0.462,0.088,-154.846,82.947,20.691
0.391,0.488,0.030,-152.588,92.102,26.917
0.373,0.532,-0.044,-148.804,100.464,31.494
0.361,0.577,-0.114,-145.142,103.394,31.250
0.358,0.614,-0.167,-140.625,101.013,25.574
0.369,0.633,-0.195,-135.132,95.337,16.174
0.389,0.618,-0.197,-129.333,87.952,3.967
0.432,0.570,-0.183,-124.634,80.200,-8.728
0.494,0.414,-0.152,-123.596,72.083,-19.043
0.539,0.267,-0.132,-130.737,65.002,-18.860
0.491,0.229,-0.168,-145.447,63.904,-5.127
0.439,0.297,-0.242,-154.114,78.857,15.503
0.405,0.380,-0.333,-153.687,103.394,35.095
0.395,0.457,-0.434,-149.231,123.596,46.997
0.412,0.522,-0.532,-146.057,129.944,48.889
0.445,0.555,-0.598,-145.752,119.873,41.138
0.493,0.557,-0.620,-147.461,96.130,25.635
0.536,0.530,-0.607,-150.452,65.796,7.080
0.558,0.482,-0.564,-152.100,36.743,-8.789
0.554,0.393,-0.505,-151.794,17.761,-20.264
0.526,0.286,-0.460,-148.254,16.663,-23.010
0.443,0.179,-0.507,-145.203,37.537,-10.437
0.426,0.187,-0.574,-139.771,69.641,9.949
0.400,0.282,-0.694,-136.414,96.619,31.433
0.389,0.406,-0.815,-136.353,110.901,44.434
0.409,0.488,-0.906,-136.047,108.459,44.617
0.470,0.520,-0.968,-136.719,91.003,33.203
0.548,0.502,-0.997,-138.184,63.354,16.296
0.584,0.429,-0.980,-138.977,32.349,-0.488
0.569,0.343,-0.956,-137.390,10.864,-9.460
0.515,0.279,-0.965,-132.996,9.399,-7.874
0.477,0.291,-1.003,-125.122,25.879,3.479
0.474,0.353,-1.062,-115.173,48.340,17.944
0.484,0.398,-1.106,-106.995,61.218,26.917
0.501,0.427,-1.122,-101.379,59.875,29.480
0.512,0.440,-1.111,-99.915,46.753,26.855
0.515,0.436,-1.073,-99.792,28.870,21.057
0.486,0.399,-1.072,-100.281,14.893,16.968
0.491,0.369,-1.111,-98.389,11.536,16.785
0.302,0.399,-1.174,-92.407,20.203,24.292
0.284,0.504,-1.321,-86.975,40.283,37.842
0.318,0.606,-1.385,-72.510,54.260,34.546
0.136,0.511,-1.435,-60.303,53.040,28.076
0.517,0.730,-1.422,-42.908,45.105,26.794
0.420,0.662,-1.396,-28.015,34.485,18.127
0.444,0.618,-1.325,-21.912,21.729,7.324
0.490,0.580,-1.240,-19.531,7.996,-1.587
0.509,0.548,-1.162,-17.761,-1.404,-5.615
0.527,0.508,-1.105,-14.465,-4.700,-5.554
0.585,0.532,-1.033,-9.399,-4.333,-1.831
0.488,0.501,-0.982,-3.357,-1.038,5.066
0.504,0.504,-0.938,1.038,2.502,6.897
0.479,0.504,-0.904,3.296,5.310,10.193
0.475,0.516,-0.892,4.761,6.165,11.230
0.465,0.524,-0.876,4.456,5.737,9.949
0.472,0.514,-0.876,3.662,4.272,6.104
0.479,0.502,-0.878,2.258,2.136,2.808
0.480,0.497,-0.881,1.343,0.061,1.221
0.473,0.497,-0.880,0.610,-1.282,0.671
0.461,0.493,-0.880,-0.427,-2.075,0.549
0.452,0.497,-0.876,-1.282,-1.892,0.977
0.443,0.506,-0.875,-1.160,-0.916,1.648
0.439,0.510,-0.872,-0.305,0.061,1.587
0.437,0.508,-0.868,0.671,0.366,0.793
0.438,0.500,-0.862,1.953,-0.305,-0.427
0.437,0.489,-0.854,3.357,-1.831,-2.136
0.433,0.475,-0.843,4.700,-3.174,-3.113
0.434,0.462,-0.824,6.226,-4.150,-3.784
0.426,0.432,-0.800,7.263,-5.127,-4.272
0.413,0.426,-0.783,7.996,-3.967,-2.930
0.400,0.433,-0.775,8.362,-1.099,0.305
0.391,0.448,-0.775,8.301,2.197,2.563
0.386,0.453,-0.784,7.324,3.235,2.625
0.386,0.454,-0.787,5.676,1.831,1.160
0.393,0.449,-0.779,4.761,-0.916,-1.221
0.406,0.435,-0.768,4.395,-2.258,-3.235
0.420,0.423,-0.762,4.028,-1.892,-3.845
0.431,0.415,-0.764,3.235,-0.671,-3.418
0.442,0.413,-0.773,2.441,0.549,-2.930

0.320,0.588,-1.709,146.118,-19.958,-5.310
0.336,0.526,-1.646,160.217,-48.706,-24.841
0.333,0.396,-1.532,170.715,-81.970,-44.922
0.326,0.300,-1.396,178.406,-106.750,-56.702
0.338,0.215,-1.280,184.814,-115.234,-58.960
0.342,0.136,-1.199,190.002,-109.619,-52.002
0.340,0.147,-1.150,196.411,-94.421,-36.987
0.339,0.217,-1.094,206.299,-75.684,-22.644
0.333,0.291,-1.087,215.149,-57.861,-11.841
0.368,0.397,-1.028,226.807,-49.194,-9.399
0.374,0.421,-0.952,235.901,-57.251,-17.273
0.380,0.395,-0.833,239.685,-80.383,-31.860
0.369,0.342,-0.692,237.122,-111.572,-50.110
0.359,0.251,-0.562,230.530,-140.808,-67.139
0.326,0.136,-0.463,224.365,-156.433,-75.439
0.331,0.132,-0.384,223.877,-147.095,-67.810
0.342,0.159,-0.334,230.347,-123.474,-52.368
0.365,0.179,-0.310,237.732,-100.708,-39.856
0.394,0.211,-0.306,243.164,-83.496,-30.884
0.412,0.279,-0.297,246.521,-77.026,-24.780
0.414,0.294,-0.255,248.413,-85.449,-27.344
0.407,0.252,-0.167,245.850,-106.445,-38.086
0.385,0.193,-0.062,238.586,-130.249,-48.767
0.357,0.164,0.030,229.919,-145.691,-54.993
0.369,0.164,0.115,224.731,-147.400,-55.847
0.367,0.128,0.192,223.022,-142.090,-52.673
0.359,0.061,0.235,222.900,-130.676,-44.983
0.397,0.101,0.303,224.854,-110.840,-33.325
0.398,0.118,0.365,225.342,-93.567,-21.179
0.381,0.127,0.406,223.694,-83.801,-15.076
0.383,0.097,0.436,222.961,-76.050,-14.648
0.435,0.118,0.498,223.816,-69.153,-15.747
0.481,0.101,0.574,223.633,-66.895,-18.005
0.522,0.068,0.670,221.436,-69.885,-22.034
0.559,0.001,0.783,219.482,-73.853,-24.353
0.584,-0.088,0.914,218.262,-75.928,-22.949
0.626,-0.175,1.073,216.858,-76.538,-18.677
0.649,-0.321,1.224,212.585,-78.857,-11.963
0.678,-0.442,1.451,211.243,-80.811,-6.592
0.694,-0.560,1.700,205.566,-86.365,-2.930
0.669,-0.712,1.986,192.200,-97.778,-4.395
0.669,-0.862,2.270,169.434,-112.549,-11.292
0.446,-1.076,2.481,130.554,-122.559,-19.958
0.485,-0.973,2.560,74.402,-121.460,-13.672
0.346,-0.824,2.492,16.479,-101.135,-0.488
0.275,-0.609,2.244,-33.875,-67.993,3.601
0.262,-0.381,1.917,-75.256,-31.189,13.550
0.242,-0.152,1.594,-98.145,0.793,26.306
0.239,0.063,1.331,-106.018,24.597,35.828
0.256,0.210,1.137,-105.835,36.316,38.330
0.285,0.300,1.028,-103.455,34.729,32.104
0.328,0.339,0.994,-103.394,23.804,20.203
0.371,0.359,0.994,-106.689,11.292,8.179
0.398,0.362,0.990,-111.511,4.578,-0.305
0.422,0.348,1.000,-113.403,3.296,-5.188
0.444,0.316,1.027,-113.098,3.235,-8.667
0.442,0.282,1.042,-113.220,6.531,-10.071
0.444,0.247,1.053,-112.793,13.000,-8.728
0.444,0.199,1.060,-112.488,20.081,-6.714
0.438,0.166,1.065,-115.479,26.489,-4.272
0.427,0.162,1.048,-122.925,34.302,-0.671
0.414,0.172,1.000,-132.996,43.579,3.113
0.403,0.203,0.927,-142.517,53.223,6.653
0.390,0.232,0.841,-150.757,61.890,8.789
0.385,0.251,0.757,-157.104,68.542,9.644
0.375,0.267,0.682,-161.255,73.914,10.681
0.373,0.279,0.621,-161.926,79.529,12.268
0.371,0.275,0.568,-159.668,85.327,14.221
0.364,0.272,0.513,-157.654,92.407,16.907
0.361,0.267,0.463,-157.532,99.548,20.447
0.358,0.264,0.404,-160.767,105.469,24.414
0.358,0.276,0.344,-167.053,109.070,28.748
0.341,0.310,0.271,-175.354,111.389,33.752
0.322,0.352,0.194,-182.373,114.441,38.818
0.298,0.400,0.103,-184.875,118.896,42.664
0.285,0.449,0.002,-182.617,122.498,43.884
0.281,0.496,-0.094,-176.636,122.803,41.443
0.287,0.504,-0.178,-168.823,117.676,34.241
0.307,0.486,-0.244,-162.231,106.201,23.376
0.341,0.431,-0.276,-158.875,91.187,12.024
0.367,0.387,-0.298,-159.790,77.454,6.104
0.369,0.378,-0.326,-163.147,70.374,8.850
0.352,0.408,-0.363,-166.321,71.716,16.724
0.331,0.468,-0.402,-167.419,80.627,25.085
0.316,0.525,-0.451,-164.673,95.276,31.067
0.324,0.565,-0.503,-158.813,110.291,33.386
0.352,0.586,-0.562,-151.917,119.202,30.762
0.400,0.592,-0.615,-146.179,118.408,24.048
0.470,0.586,-0.641,-141.846,106.506,13.245
0.539,0.546,-0.621,-139.099,84.778,-0.183
0.602,0.460,-0.544,-139.648,58.838,-12.756
0.610,0.333,-0.488,-148.560,35.156,-18.494
0.538,0.271,-0.462,-157.471,28.320,-14.221
0.468,0.268,-0.484,-156.921,44.189,2.319
0.386,0.324,-0.577,-151.855,78.674,27.893
0.338,0.423,-0.708,-141.418,115.173,52.734
0.343,0.516,-0.839,-133.789,137.024,63.721
0.392,0.572,-0.950,-132.385,134.399,57.678
0.476,0.602,-1.004,-134.766,110.840,40.283
0.557,0.587,-1.002,-136.719,75.928,20.020
0.573,0.523,-0.958,-136.475,40.222,3.601
0.502,0.462,-0.897,-133.545,17.761,-2.930
0.436,0.418,-0.873,-128.479,17.883,1.709
0.397,0.419,-0.886,-123.474,32.043,12.390
0.382,0.452,-0.936,-120.056,46.997,21.729
0.391,0.491,-0.993,-116.882,56.335,26.367
0.430,0.535,-1.025,-113.770,57.556,26.184
0.483,0.547,-1.033,-109.985,50.537,21.912
0.530,0.535,-1.016,-106.018,37.537,16.357
0.545,0.504,-0.976,-102.844,21.851,11.108
0.504,0.471,-0.935,-100.708,9.094,8.484
0.435,0.464,-0.913,-97.839,5.859,11.047
0.386,0.467,-0.929,-93.872,13.245,17.212
0.417,0.477,-0.969,-88.867,23.865,23.376
0.327,0.524,-0.964,-84.412,31.311,27.100
0.324,0.537,-1.050,-83.069,36.255,27.405
0.424,0.542,-1.033,-78.674,29.724,13.306
0.433,0.494,-1.056,-80.933,18.066,4.517
0.456,0.486,-1.042,-74.951,11.658,3.174

0.618,-0.859,1.888,220.398,-130.859,-56.152
0.540,-1.112,2.243,202.209,-147.949,-59.143
0.535,-1.242,2.556,170.471,-152.588,-54.260
0.363,-1.271,2.768,120.361,-135.071,-39.001
0.293,-1.124,2.727,59.631,-90.393,-2.563
0.246,-0.852,2.467,6.592,-39.368,9.949
0.210,-0.561,1.990,-48.828,3.662,22.888
0.239,-0.245,1.584,-79.651,31.250,30.823
0.253,-0.001,1.245,-94.177,45.349,34.180
0.287,0.190,1.008,-98.633,50.049,31.494
0.333,0.331,0.834,-100.525,47.058,24.353
0.394,0.439,0.696,-101.929,41.382,14.404
0.459,0.521,0.588,-102.295,36.316,6.836
0.520,0.578,0.542,-97.900,32.471,1.709
0.563,0.598,0.561,-89.661,27.649,-2.930
0.583,0.563,0.628,-80.994,20.081,-6.958
0.596,0.494,0.730,-74.524,11.414,-12.451
0.609,0.417,0.825,-72.327,3.723,-18.311
0.618,0.341,0.912,-73.059,-1.831,-22.827
0.618,0.272,0.984,-75.684,-3.479,-23.682
0.618,0.207,1.023,-79.895,-0.610,-20.569
0.628,0.168,1.034,-85.815,7.141,-14.404
0.626,0.147,1.003,-93.750,18.066,-6.104
0.625,0.146,0.958,-101.990,28.198,2.563
0.621,0.155,0.891,-109.375,36.194,10.376
0.614,0.191,0.825,-115.906,41.931,18.555
0.591,0.240,0.767,-120.178,45.837,25.574
0.568,0.286,0.716,-122.864,47.913,30.151
0.536,0.333,0.670,-124.329,48.462,31.372
0.508,0.369,0.637,-123.901,47.852,29.907
0.494,0.386,0.615,-123.962,47.058,26.306
0.493,0.359,0.612,-124.634,46.387,21.790
0.485,0.331,0.617,-128.479,46.326,19.348
0.467,0.328,0.607,-135.010,49.500,19.958
0.451,0.339,0.571,-142.151,57.007,22.522
0.450,0.345,0.521,-147.827,67.322,25.940
0.448,0.350,0.464,-152.527,77.332,30.090
0.437,0.381,0.396,-155.579,85.449,34.668
0.426,0.440,0.314,-156.067,90.576,37.842
0.419,0.486,0.243,-154.724,89.539,36.011
0.402,0.513,0.192,-152.405,81.726,29.541
0.398,0.498,0.167,-150.513,70.923,20.813
0.398,0.457,0.170,-151.733,60.364,12.085
0.394,0.426,0.163,-158.569,52.246,6.042
0.387,0.396,0.136,-167.236,49.988,2.747
0.387,0.372,0.106,-172.241,54.443,2.075
0.382,0.346,0.074,-173.523,65.491,6.042
0.374,0.331,0.025,-173.462,81.055,12.756
0.369,0.322,-0.041,-172.791,97.107,21.423
0.343,0.339,-0.146,-173.584,111.084,31.616
0.325,0.380,-0.266,-174.255,120.605,41.138
0.317,0.435,-0.383,-173.157,124.451,47.241
0.330,0.481,-0.474,-172.729,120.117,46.631
0.364,0.499,-0.521,-173.584,105.957,37.659
0.406,0.459,-0.526,-175.537,85.327,22.095
0.421,0.341,-0.515,-178.711,68.787,8.179
0.415,0.270,-0.517,-180.481,68.054,7.935
0.364,0.249,-0.561,-179.077,85.144,22.766
0.297,0.268,-0.663,-173.462,113.708,44.373
0.255,0.342,-0.796,-166.992,142.212,64.941
0.255,0.432,-0.945,-162.415,157.532,75.378
0.311,0.515,-1.069,-162.170,152.039,71.106
0.399,0.575,-1.158,-162.354,126.038,54.626
0.504,0.581,-1.174,-159.973,85.083,31.799
0.547,0.514,-1.106,-153.687,39.001,8.484
0.502,0.424,-0.999,-146.301,5.371,-4.944
0.402,0.339,-0.940,-138.855,-0.244,-3.845
0.289,0.287,-0.960,-132.446,21.545,14.404
0.267,0.404,-1.003,-120.483,51.758,40.100
0.243,0.521,-1.114,-117.371,76.050,57.434
0.278,0.636,-1.207,-113.159,83.923,58.716
0.333,0.678,-1.253,-108.032,73.181,47.485
0.396,0.660,-1.243,-101.868,49.866,30.457
0.450,0.612,-1.186,-97.107,23.193,13.977
0.477,0.540,-1.112,-93.384,0.000,1.038
0.444,0.495,-1.037,-89.722,-13.489,-4.761
0.388,0.499,-0.985,-84.717,-11.597,-1.343
0.344,0.527,-0.966,-78.064,1.770,8.057
0.329,0.555,-0.974,-71.838,16.785,14.954
0.339,0.573,-1.001,-68.665,25.330,16.113
0.371,0.584,-1.029,-67.749,25.574,12.939
0.385,0.569,-1.037,-66.284,20.569,7.751
0.394,0.509,-1.060,-63.171,13.733,3.479
0.558,0.588,-1.084,-62.378,7.996,4.333
0.481,0.548,-1.024,-59.265,5.798,-0.061
0.516,0.534,-1.028,-54.138,-0.732,-6.348
0.524,0.553,-1.078,-45.593,2.563,0.977
0.371,0.534,-1.036,-32.593,11.169,11.963
0.417,0.551,-1.039,-23.743,20.447,11.230
0.433,0.560,-1.037,-20.508,21.240,8.911
0.438,0.554,-1.023,-20.020,15.015,3.967
0.460,0.547,-1.004,-19.897,6.104,-0.732
0.476,0.523,-0.990,-19.043,-0.671,-3.662
0.505,0.508,-0.987,-18.738,-3.723,-4.883
0.526,0.499,-0.983,-17.212,-4.517,-4.150
0.444,0.484,-0.956,-13.428,-2.258,1.892
0.444,0.503,-0.955,-9.033,2.197,3.540
0.445,0.511,-0.954,-6.287,3.540,4.089
0.449,0.512,-0.947,-4.272,1.709,1.770
0.447,0.502,-0.932,-1.770,-1.099,-0.244
0.452,0.493,-0.910,0.671,-2.563,-0.977
0.453,0.482,-0.888,3.174,-3.113,-1.831
0.446,0.463,-0.870,3.296,-4.150,-2.136
0.435,0.456,-0.850,1.160,-5.310,-1.404
0.414,0.460,-0.843,-0.488,-4.150,0.916
0.403,0.472,-0.846,-1.221,-1.709,3.418
0.391,0.474,-0.856,-1.404,0.793,4.578
0.388,0.474,-0.863,-0.793,1.404,4.395
