aX,aY,aZ,gX,gY,gZ
-0.339,-0.214,0.831,-52.002,-14.587,71.289
-0.343,-0.190,0.858,-41.138,-12.939,63.965
-0.349,-0.209,0.889,-35.828,-12.756,58.594
-0.313,-0.258,0.895,-34.485,-14.832,56.702
-0.320,-0.294,0.914,-35.034,-15.869,57.007
-0.362,-0.301,0.917,-38.452,-16.663,54.932
-0.343,-0.258,0.925,-42.053,-10.071,52.124
-0.268,-0.159,0.958,-41.931,0.000,49.561
-0.176,-0.079,1.014,-38.208,7.996,50.293
-0.100,0.038,1.069,-30.884,7.996,47.913
-0.064,0.147,1.127,-24.902,0.916,38.452
-0.063,0.172,1.160,-27.039,-8.667,26.611
-0.072,0.161,1.176,-30.396,-18.188,13.123
-0.093,0.099,1.157,-32.349,-23.071,-0.610
-0.116,-0.022,1.109,-33.325,-22.400,-11.108
-0.106,-0.118,1.067,-34.119,-18.677,-17.883
-0.109,-0.181,1.037,-35.339,-13.611,-17.090
-0.119,-0.185,1.005,-38.208,-5.310,-7.935
-0.117,-0.126,0.972,-40.344,7.568,4.700
-0.092,-0.042,0.956,-38.513,23.499,16.174
-0.054,0.039,0.948,-31.433,35.645,22.095
-0.031,0.090,0.946,-22.888,40.527,23.193
-0.029,0.125,0.961,-13.611,37.964,21.118
-0.044,0.131,0.977,-5.859,33.447,18.005
-0.079,0.098,0.992,-2.869,30.151,15.625
-0.117,0.049,0.987,-2.563,28.381,12.939
-0.143,0.009,0.981,-4.578,26.733,9.705
-0.165,-0.021,0.969,-8.667,24.292,7.446
-0.178,-0.005,0.966,-14.648,22.156,7.690
-0.189,0.048,0.958,-19.226,22.583,9.033
-0.174,0.103,0.945,-21.057,26.123,8.911
-0.134,0.159,0.943,-19.165,28.198,6.653
-0.079,0.204,0.961,-14.465,26.611,1.404
-0.037,0.198,0.980,-9.155,23.071,-4.822
-0.007,0.192,1.000,-4.028,19.043,-11.353
-0.004,0.174,1.006,0.549,17.151,-16.785
-0.011,0.131,1.006,4.639,16.968,-20.447
-0.021,0.088,1.022,9.094,16.602,-22.522
-0.034,0.047,1.051,11.230,16.235,-21.851
-0.045,0.009,1.071,10.010,17.822,-18.555
-0.061,-0.028,1.077,6.958,21.484,-13.611
-0.049,-0.031,1.070,3.967,26.123,-10.010
-0.032,-0.037,1.047,0.122,29.114,-7.690
-0.012,-0.033,1.030,-3.235,27.954,-6.714
-0.008,-0.037,1.025,-5.493,23.376,-6.042
-0.011,-0.047,1.029,-7.812,17.517,-5.615
-0.023,-0.049,1.033,-9.277,13.062,-5.249
-0.039,-0.048,1.029,-10.376,10.864,-3.784
-0.061,-0.078,1.032,-11.658,10.071,-0.916
-0.090,-0.093,1.036,-11.353,9.949,0.610
-0.104,-0.094,1.037,-9.216,10.620,1.221
-0.104,-0.091,1.034,-7.202,11.963,0.916
-0.100,-0.085,1.029,-6.592,12.878,0.916
-0.088,-0.080,1.023,-6.897,13.428,0.854
-0.070,-0.073,1.017,-7.080,13.672,-0.061
-0.055,-0.070,1.003,-7.690,14.282,-0.183
-0.049,-0.062,0.992,-9.094,14.893,0.916
-0.043,-0.060,0.965,-9.094,15.137,2.625
-0.044,-0.053,0.949,-8.057,15.137,3.906
-0.045,-0.045,0.939,-6.348,13.977,5.371
-0.053,-0.039,0.933,-4.028,13.123,5.981
-0.064,-0.035,0.928,-1.587,12.817,5.737
-0.083,-0.041,0.926,0.061,12.573,5.554
-0.087,-0.040,0.926,2.197,12.207,3.845
-0.088,-0.048,0.926,3.418,11.597,0.305
-0.073,-0.060,0.933,4.517,10.071,-3.357
-0.055,-0.074,0.939,5.615,8.240,-5.859
-0.025,-0.083,0.952,6.165,7.080,-7.690
-0.000,-0.094,0.964,5.920,6.775,-7.996
0.013,-0.105,0.971,6.104,7.385,-7.019
0.020,-0.117,0.969,6.104,8.240,-5.859
0.024,-0.129,0.963,5.859,8.789,-5.005
0.021,-0.139,0.958,5.798,8.667,-4.150
0.013,-0.149,0.951,5.859,8.240,-3.662
0.014,-0.163,0.950,6.165,7.324,-3.479
0.014,-0.170,0.959,6.653,6.042,-3.296

-0.461,1.205,1.564,108.459,34.790,53.467
-0.721,1.278,1.393,89.417,48.218,55.847
-0.987,1.230,1.091,66.101,61.646,41.321
-1.132,1.090,0.787,51.270,69.824,1.526
-1.172,0.818,0.524,49.438,68.787,-58.655
-1.131,0.444,0.308,57.556,62.561,-124.146
-1.119,0.137,0.158,65.796,57.068,-170.654
-1.192,-0.230,-0.022,69.214,60.303,-183.960
-1.328,-0.537,-0.165,69.580,73.792,-177.490
-1.532,-0.936,-0.321,67.322,90.637,-157.776
-1.754,-1.452,-0.553,57.434,114.563,-157.837
-1.852,-2.096,-0.809,40.710,136.108,-192.322
-1.791,-2.802,-0.939,23.132,131.958,-254.028
-1.531,-3.313,-0.840,19.714,94.055,-323.975
-1.054,-3.445,-0.575,36.072,45.105,-372.498
-0.417,-3.072,-0.290,62.195,35.400,-378.357
0.305,-2.571,-0.277,85.083,90.027,-331.726
0.714,-2.148,-0.376,87.219,186.462,-244.690
1.016,-1.862,-0.515,72.693,239.502,-145.447
1.147,-1.530,-0.453,64.880,197.449,-79.163
1.124,-1.355,-0.246,47.180,80.811,-52.734
0.886,-1.362,0.066,16.541,-56.152,-48.401
0.546,-1.403,0.393,-13.367,-160.461,-34.119
0.190,-1.463,0.674,-35.095,-205.139,1.770
-0.241,-1.459,0.836,-45.044,-194.519,54.565
-0.572,-1.418,0.909,-43.640,-143.433,110.474
-0.713,-1.333,0.861,-41.809,-85.876,145.935
-0.773,-1.238,0.703,-53.406,-46.631,163.940
-0.829,-1.108,0.536,-70.190,-28.198,170.471
-0.857,-0.932,0.419,-81.177,-27.039,171.875
-0.894,-0.779,0.382,-83.008,-37.781,162.598
-0.896,-0.656,0.396,-78.735,-49.866,144.897
-0.869,-0.572,0.456,-70.923,-55.786,125.732
-0.790,-0.509,0.528,-61.707,-53.345,109.741
-0.686,-0.458,0.601,-54.138,-43.213,98.145
-0.571,-0.405,0.655,-48.279,-27.893,90.149
-0.463,-0.388,0.672,-45.532,-13.062,85.266
-0.352,-0.363,0.670,-43.884,-2.563,80.872
-0.274,-0.345,0.687,-44.739,3.540,74.768
-0.224,-0.365,0.715,-48.828,0.427,65.796
-0.186,-0.401,0.689,-47.607,-4.150,51.147
-0.148,-0.438,0.677,-46.265,-9.705,39.551
-0.116,-0.455,0.707,-41.443,-21.362,31.128
-0.101,-0.437,0.781,-34.241,-30.701,27.039
-0.087,-0.391,0.876,-26.001,-32.104,28.076
-0.076,-0.388,0.948,-16.907,-25.513,33.325
-0.073,-0.406,0.991,-7.751,-14.160,36.133
-0.045,-0.453,1.013,-2.502,-4.333,37.903
-0.018,-0.476,1.018,-2.808,0.427,38.513
-0.017,-0.483,1.005,-7.507,2.136,38.208
-0.035,-0.492,0.971,-15.198,0.732,37.842
-0.076,-0.518,0.915,-20.569,-2.747,33.875
-0.082,-0.472,0.912,-25.085,-8.118,29.114
-0.060,-0.368,0.958,-24.292,-12.146,27.466
-0.083,-0.361,0.991,-19.104,-13.245,24.902
-0.041,-0.315,1.036,-19.836,-15.381,24.353
-0.084,-0.322,1.059,-21.606,-16.479,26.184
-0.084,-0.343,1.077,-22.400,-16.541,24.048
-0.074,-0.378,1.086,-24.841,-15.320,22.339
-0.065,-0.394,1.068,-29.419,-12.695,23.437
-0.047,-0.446,1.038,-35.339,-10.437,25.574
-0.051,-0.441,1.009,-39.490,-9.155,27.100
-0.070,-0.409,0.994,-43.640,-9.033,30.518
-0.078,-0.352,0.981,-48.950,-6.531,32.959
-0.066,-0.273,0.978,-50.659,-3.357,33.997
-0.057,-0.213,0.980,-47.363,-1.587,34.363
-0.064,-0.185,0.982,-41.199,-2.380,32.471
-0.078,-0.186,0.996,-35.095,-5.005,28.687
-0.088,-0.205,1.021,-29.175,-8.301,23.376
-0.092,-0.231,1.043,-25.269,-9.460,18.250
-0.085,-0.270,1.041,-24.048,-7.690,15.503
-0.071,-0.302,1.028,-25.208,-4.822,16.174
-0.081,-0.301,1.005,-27.710,-2.686,19.653
-0.088,-0.276,0.983,-31.311,0.488,25.879
-0.096,-0.218,0.964,-33.020,5.005,32.043
-0.109,-0.174,0.951,-31.982,9.888,36.072
-0.097,-0.154,0.931,-28.992,14.832,36.682
-0.084,-0.152,0.920,-24.414,16.724,34.790
-0.068,-0.163,0.923,-20.264,15.442,31.677
-0.057,-0.174,0.942,-17.212,13.672,29.175
-0.056,-0.173,0.950,-15.198,13.977,29.114
-0.057,-0.173,0.936,-14.160,17.212,30.945
-0.055,-0.170,0.913,-10.925,22.766,33.325
-0.046,-0.164,0.900,-4.150,28.381,36.560
-0.029,-0.161,0.902,5.066,33.936,40.894
-0.015,-0.152,0.929,13.733,38.025,45.044
-0.023,-0.142,0.951,18.921,39.307,47.729
-0.028,-0.166,0.964,17.944,36.682,47.058
-0.017,-0.180,0.981,11.963,29.358,41.626
-0.015,-0.194,0.989,3.052,18.127,34.607
-0.016,-0.210,0.994,-6.653,7.690,28.320
-0.018,-0.224,0.996,-13.794,0.854,23.560
-0.021,-0.225,0.996,-16.602,-1.709,21.729
-0.033,-0.219,0.990,-16.479,0.549,23.315
-0.045,-0.196,0.985,-14.648,7.019,26.428
-0.039,-0.172,0.972,-10.559,15.442,28.809
-0.026,-0.162,0.957,-5.249,21.851,30.029
-0.022,-0.161,0.955,-1.648,24.658,30.823
-0.021,-0.164,0.954,0.549,25.269,30.579
-0.017,-0.179,0.952,0.488,24.963,29.480
-0.003,-0.201,0.950,-1.770,23.560,27.466
0.009,-0.214,0.947,-4.822,21.179,25.391
0.022,-0.230,0.939,-8.606,18.433,24.109
0.032,-0.226,0.934,-12.451,15.564,22.949
0.040,-0.208,0.929,-15.015,13.855,22.095
0.045,-0.182,0.925,-15.808,13.550,21.729
0.052,-0.156,0.922,-15.320,13.672,21.057
0.049,-0.130,0.926,-14.404,12.939,19.958
0.031,-0.114,0.928,-13.123,11.475,17.944
0.017,-0.101,0.934,-12.329,8.728,13.916
0.007,-0.093,0.935,-12.512,4.272,7.690
-0.002,-0.098,0.935,-13.000,-0.488,0.854
-0.007,-0.106,0.935,-12.085,-3.235,-4.944
0.000,-0.135,0.938,-9.338,-3.723,-9.216
0.016,-0.160,0.953,-6.165,-3.052,-11.963
0.029,-0.180,0.961,-2.563,-1.892,-11.292
0.047,-0.197,0.971,0.732,1.160,-9.460
0.067,-0.207,0.982,3.540,4.272,-6.531
0.077,-0.211,0.987,4.700,6.653,-3.723

0.497,1.187,1.558,54.810,-31.311,14.709
0.527,1.369,1.670,68.481,-33.264,13.428
0.481,1.551,1.774,82.153,-33.447,23.743
0.289,1.759,1.879,92.224,-24.780,52.979
-0.010,1.977,1.937,94.788,-7.202,107.117
-0.498,2.158,1.821,84.473,20.813,157.349
-0.965,2.223,1.509,60.547,51.514,177.917
-1.250,2.190,1.142,40.649,66.467,149.292
-1.392,2.034,0.760,32.837,60.547,72.083
-1.425,1.643,0.409,41.321,39.246,-31.006
-1.495,1.081,0.247,73.853,13.977,-134.094
-1.427,0.312,0.149,99.548,-7.324,-192.200
-1.468,-0.492,0.014,104.370,-7.751,-198.608
-1.594,-1.139,-0.229,96.680,12.268,-189.941
-1.784,-1.722,-0.562,84.229,40.344,-198.547
-1.877,-2.401,-0.911,81.665,53.650,-231.262
-1.922,-3.069,-1.120,87.952,46.875,-294.250
-1.853,-3.666,-1.060,98.694,22.217,-367.371
-1.563,-4.000,-0.685,117.493,-16.602,-435.547
-1.082,-4.000,-0.032,150.696,-49.866,-475.281
-0.379,-4.000,0.723,201.294,-30.884,-453.064
0.656,-3.643,1.051,234.924,93.506,-363.342
1.336,-2.946,0.595,206.238,316.406,-215.027
1.534,-2.236,-0.225,130.127,495.789,-38.696
1.609,-1.536,-0.934,46.997,515.503,74.402
1.565,-1.059,-1.261,-26.978,348.877,85.083
1.356,-1.015,-1.156,-66.650,98.083,46.875
0.977,-1.241,-0.682,-58.350,-121.704,27.832
0.351,-1.510,-0.034,-21.301,-245.422,62.134
-0.104,-1.620,0.580,13.367,-264.221,124.756
-0.752,-1.652,1.155,22.644,-232.361,145.752
-0.865,-1.561,1.290,-32.349,-184.143,140.564
-0.917,-1.401,1.021,-108.643,-124.756,132.935
-0.947,-1.099,0.717,-144.897,-77.820,134.277
-0.987,-0.761,0.533,-143.066,-50.476,141.785
-0.984,-0.455,0.484,-120.056,-41.748,140.320
-0.939,-0.261,0.498,-92.590,-45.349,123.474
-0.822,-0.145,0.548,-70.557,-48.645,97.595
-0.661,-0.108,0.605,-54.138,-46.143,71.350
-0.464,-0.128,0.667,-39.490,-39.917,52.856
-0.296,-0.128,0.751,-26.306,-36.865,48.218
-0.229,-0.115,0.847,-18.860,-37.354,54.993
-0.238,-0.082,0.920,-14.893,-35.828,62.561
-0.257,-0.072,0.970,-13.428,-28.992,63.599
-0.262,-0.104,0.982,-14.221,-22.888,54.260
-0.231,-0.123,0.985,-14.221,-21.179,39.307
-0.166,-0.117,1.011,-9.399,-24.231,22.949
-0.107,-0.106,1.067,-2.319,-28.259,9.460
-0.041,-0.129,1.121,1.404,-27.527,3.418
0.005,-0.151,1.151,4.395,-22.766,0.549
0.049,-0.208,1.166,7.141,-17.151,-0.671
0.064,-0.297,1.166,8.301,-14.771,-0.610
0.087,-0.395,1.177,6.653,-15.503,-0.427
0.048,-0.512,1.155,2.930,-16.113,0.305
0.082,-0.590,1.127,-7.446,-16.907,0.427
0.081,-0.649,1.078,-16.052,-14.709,1.160
0.107,-0.679,1.002,-19.531,-8.484,3.540
0.114,-0.607,0.962,-17.273,-1.953,3.601
0.166,-0.509,0.946,-14.404,4.761,9.460
0.161,-0.478,0.916,-12.695,11.292,17.029
0.165,-0.418,0.902,-9.949,14.160,21.851
0.184,-0.411,0.865,-8.911,12.634,23.254
0.104,-0.389,0.882,-11.719,5.981,15.808
0.122,-0.416,0.858,-22.095,-3.113,15.137
0.067,-0.423,0.842,-27.771,-10.498,11.902
0.059,-0.433,0.841,-31.250,-15.137,12.817
0.019,-0.439,0.832,-30.579,-15.381,14.465
0.008,-0.429,0.829,-25.818,-13.794,16.663
0.026,-0.409,0.835,-20.081,-10.925,19.897
0.021,-0.365,0.849,-13.916,-7.935,25.269
0.012,-0.301,0.873,-9.888,-5.737,31.372
-0.006,-0.265,0.896,-7.812,-4.211,35.034
-0.016,-0.245,0.912,-6.592,-3.235,34.607
-0.019,-0.244,0.923,-6.897,-3.052,31.921
-0.026,-0.253,0.932,-8.240,-4.333,28.259
-0.039,-0.257,0.943,-9.888,-7.996,24.841
-0.055,-0.253,0.946,-12.390,-12.207,22.583
-0.081,-0.297,0.939,-16.907,-14.709,21.484
-0.083,-0.314,0.937,-18.066,-14.954,19.287
-0.071,-0.309,0.932,-16.602,-13.611,19.775
-0.050,-0.315,0.927,-14.709,-10.559,22.400
-0.022,-0.296,0.934,-12.573,-6.958,26.001
-0.022,-0.265,0.935,-11.658,-5.066,30.090
-0.035,-0.236,0.936,-12.207,-3.906,32.837
-0.044,-0.205,0.935,-11.780,-3.662,31.982
-0.052,-0.199,0.930,-11.597,-3.845,28.259
-0.054,-0.212,0.925,-11.780,-4.944,23.804
-0.051,-0.233,0.922,-11.963,-7.812,19.836
-0.058,-0.256,0.916,-12.573,-11.108,18.005
-0.066,-0.276,0.915,-13.672,-13.184,17.151
-0.042,-0.288,0.923,-14.771,-14.282,15.137
-0.022,-0.287,0.925,-15.442,-14.771,15.503
-0.031,-0.281,0.930,-15.930,-15.259,19.043
-0.046,-0.260,0.941,-14.832,-13.428,22.766
-0.057,-0.235,0.939,-12.390,-9.644,25.513
-0.069,-0.217,0.938,-9.766,-6.226,26.733
-0.088,-0.203,0.937,-7.202,-4.639,26.978
-0.107,-0.196,0.936,-4.761,-3.540,25.757
-0.112,-0.192,0.939,-2.686,-2.441,22.827
-0.101,-0.189,0.950,-1.038,-2.136,19.104
-0.094,-0.195,0.958,-0.610,-2.563,15.869
-0.082,-0.215,0.967,-1.099,-3.662,13.184
-0.067,-0.234,0.981,-2.991,-5.554,11.292
-0.050,-0.241,0.995,-5.981,-7.690,10.742
-0.057,-0.247,0.994,-9.644,-9.155,12.451
-0.061,-0.253,0.986,-11.841,-7.996,14.771
-0.063,-0.243,0.982,-12.207,-5.493,16.418
-0.073,-0.233,0.977,-12.085,-3.967,17.761
-0.084,-0.215,0.973,-11.780,-3.052,18.188
-0.099,-0.196,0.966,-11.475,-1.953,17.517
-0.109,-0.176,0.963,-11.414,-0.122,16.663
-0.111,-0.168,0.959,-10.254,1.770,15.259
-0.106,-0.166,0.955,-8.484,2.991,13.428
-0.101,-0.166,0.956,-7.324,2.625,10.925
-0.093,-0.178,0.951,-7.019,2.319,8.484
-0.073,-0.193,0.947,-6.836,1.648,5.066
-0.057,-0.213,0.950,-6.042,0.916,2.014
-0.035,-0.219,0.956,-3.845,0.366,0.183
-0.026,-0.226,0.969,-1.831,0.671,1.282

0.284,0.821,1.867,49.133,-36.987,66.589
0.302,1.083,1.995,63.477,-19.226,78.918
0.282,1.232,1.995,72.021,4.578,91.187
0.230,1.276,1.904,66.956,27.161,96.252
0.038,1.255,1.777,51.270,34.973,84.656
-0.185,1.312,1.697,34.485,25.452,72.937
-0.457,1.404,1.611,22.156,17.029,71.655
-0.735,1.490,1.512,10.437,17.029,70.313
-1.008,1.534,1.365,-7.568,19.592,64.819
-1.313,1.495,1.139,-32.349,19.470,53.711
-1.570,1.380,0.799,-51.941,20.874,34.668
-1.844,1.025,0.298,-57.434,32.043,-4.150
-1.979,0.468,-0.192,-33.691,47.180,-76.233
-1.941,-0.348,-0.547,17.334,51.575,-181.152
-1.829,-1.439,-0.763,75.500,35.950,-284.485
-1.729,-2.655,-0.824,118.774,9.644,-343.140
-1.748,-3.603,-0.749,130.005,-6.165,-365.417
-1.596,-4.000,-0.558,123.962,-7.263,-375.793
-1.141,-4.000,-0.152,126.099,-9.399,-389.526
-0.492,-4.000,0.583,147.888,-12.085,-382.141
0.347,-3.907,1.102,159.729,49.377,-334.473
1.052,-3.105,0.721,131.287,234.070,-230.225
1.397,-2.345,-0.077,76.660,438.049,-72.693
1.584,-1.466,-0.799,31.494,494.385,54.382
1.609,-0.908,-1.208,-15.503,360.168,80.750
1.382,-0.880,-1.184,-54.993,108.032,43.396
0.956,-1.090,-0.717,-61.462,-132.080,20.630
0.346,-1.348,-0.119,-39.917,-269.409,45.776
-0.251,-1.522,0.460,-15.991,-295.532,93.018
-0.682,-1.591,0.841,-9.583,-255.615,125.916
-0.902,-1.653,0.879,-25.696,-194.824,131.714
-0.867,-1.602,0.612,-55.664,-132.385,129.028
-0.956,-1.421,0.370,-78.369,-91.187,127.686
-0.919,-1.159,0.251,-88.257,-67.688,135.925
-0.943,-0.821,0.253,-82.703,-64.026,139.648
-0.971,-0.528,0.343,-70.984,-72.388,132.446
-0.936,-0.343,0.473,-56.824,-85.510,111.877
-0.839,-0.244,0.618,-46.326,-89.355,89.111
-0.717,-0.226,0.756,-37.231,-81.177,70.801
-0.588,-0.208,0.866,-26.855,-61.401,60.181
-0.485,-0.209,0.959,-17.456,-35.828,60.364
-0.404,-0.201,1.037,-11.414,-11.902,66.223
-0.354,-0.159,1.087,-12.512,6.226,72.510
-0.316,-0.111,1.078,-17.212,20.203,74.402
-0.279,-0.076,1.049,-19.836,27.039,68.787
-0.247,-0.054,1.021,-18.616,25.696,58.960
-0.197,-0.005,1.035,-11.902,18.555,47.546
-0.157,0.016,1.081,-3.357,9.644,34.485
-0.115,0.018,1.131,2.686,2.747,21.057
-0.079,-0.010,1.168,5.737,-2.197,8.728
-0.052,-0.094,1.185,5.920,-5.920,-1.343
-0.022,-0.178,1.196,5.127,-8.789,-7.874
-0.010,-0.242,1.187,1.587,-8.850,-9.583
-0.021,-0.286,1.154,-4.150,-5.249,-6.897
-0.003,-0.299,1.104,-8.301,2.563,-2.563
0.058,-0.244,1.068,-8.728,12.085,2.441
0.100,-0.190,1.057,-6.042,18.311,7.324
0.127,-0.160,1.045,-3.784,21.118,11.169
0.132,-0.155,1.033,-2.197,19.531,10.498
0.135,-0.168,1.033,-1.648,13.977,5.615
0.132,-0.203,1.035,-3.235,5.493,-0.549
0.116,-0.244,1.032,-6.653,-2.380,-4.883
0.092,-0.293,1.021,-10.559,-6.836,-5.737
0.071,-0.345,1.000,-14.648,-8.057,-5.310
0.056,-0.398,0.972,-19.714,-6.470,-4.028
0.046,-0.399,0.937,-23.193,-3.540,0.488
0.060,-0.354,0.904,-23.315,1.770,7.446
0.062,-0.302,0.884,-21.606,9.766,16.724
0.087,-0.231,0.893,-17.212,16.174,23.743
0.098,-0.180,0.908,-12.939,18.494,25.757
0.103,-0.148,0.920,-10.620,16.846,25.208
0.095,-0.131,0.934,-10.437,10.681,22.095
0.080,-0.132,0.953,-12.085,1.770,18.555
0.052,-0.147,0.966,-14.404,-5.432,14.832
0.025,-0.178,0.977,-16.785,-10.254,11.230
0.005,-0.201,0.988,-17.578,-12.085,9.094
-0.019,-0.232,0.985,-18.188,-12.085,8.179
-0.019,-0.261,0.988,-18.127,-9.155,9.827
-0.021,-0.254,0.989,-18.433,-4.456,14.954
-0.025,-0.222,0.976,-20.752,1.038,21.240
-0.015,-0.173,0.943,-23.376,6.836,25.757
-0.011,-0.124,0.918,-24.475,9.094,27.161
-0.011,-0.086,0.911,-23.132,6.104,25.757
-0.023,-0.078,0.920,-20.813,1.404,21.179
-0.031,-0.083,0.934,-18.555,-2.136,15.808
-0.038,-0.099,0.950,-16.235,-3.357,10.803
-0.043,-0.118,0.954,-14.648,-3.418,7.202
-0.045,-0.144,0.951,-13.977,-3.052,5.432
-0.052,-0.166,0.942,-13.672,-1.892,6.470
-0.054,-0.173,0.933,-12.817,-0.061,8.240
-0.053,-0.170,0.927,-9.888,3.479,11.841
-0.042,-0.180,0.924,-7.568,7.568,14.832
-0.036,-0.157,0.924,-5.615,9.827,17.456
-0.034,-0.143,0.917,-6.226,10.254,18.616
-0.030,-0.132,0.910,-7.568,8.667,17.639
-0.025,-0.124,0.909,-8.118,5.066,15.137
-0.027,-0.130,0.913,-7.935,1.282,12.512
-0.033,-0.137,0.922,-7.202,-1.831,10.437
-0.042,-0.142,0.933,-6.104,-3.357,9.033
-0.054,-0.149,0.941,-5.310,-3.723,7.935
-0.071,-0.166,0.941,-4.639,-3.418,7.629
-0.074,-0.170,0.948,-2.869,-2.869,6.958
-0.071,-0.177,0.954,-1.160,-1.892,5.493
-0.051,-0.194,0.966,0.305,-0.671,4.578
-0.039,-0.190,0.974,0.183,-0.427,5.798
-0.035,-0.181,0.971,-1.953,-0.854,6.226
-0.031,-0.167,0.969,-4.517,-1.709,6.592
-0.033,-0.154,0.967,-6.348,-3.113,5.310
-0.047,-0.148,0.967,-7.996,-4.089,4.395
-0.063,-0.147,0.972,-8.606,-4.944,2.808
-0.078,-0.150,0.979,-8.362,-5.310,0.305
-0.090,-0.156,0.981,-7.446,-4.395,-1.221
-0.095,-0.163,0.982,-6.287,-2.747,-3.479
-0.094,-0.176,0.978,-4.700,-0.061,-5.005
-0.079,-0.174,0.980,-1.709,3.418,-5.798
-0.068,-0.169,0.987,1.526,6.958,-5.920
-0.062,-0.162,0.982,3.723,10.498,-5.493
-0.042,-0.167,0.979,4.517,12.756,-5.127
-0.036,-0.160,0.973,4.272,13.611,-3.479

0.464,0.729,1.678,146.057,3.723,48.279
0.263,0.815,1.737,158.264,35.400,84.717
-0.019,0.947,1.706,142.822,62.683,94.910
-0.256,1.007,1.584,101.868,62.744,83.801
-0.409,1.041,1.382,50.476,41.687,50.293
-0.513,1.074,1.218,17.517,8.911,-6.409
-0.508,1.184,1.173,13.062,-26.794,-63.110
-0.515,1.101,1.135,26.245,-44.128,-92.712
-0.524,0.930,1.067,50.049,-30.945,-93.994
-0.651,0.658,0.901,70.740,-1.038,-69.092
-0.916,0.354,0.635,69.092,25.696,-31.555
-1.297,0.029,0.306,50.049,41.382,-5.920
-1.698,-0.404,-0.064,25.513,48.279,-10.071
-2.093,-0.981,-0.463,7.874,45.959,-60.791
-2.376,-1.616,-0.844,7.385,37.415,-161.621
-2.364,-2.481,-1.129,22.522,23.743,-272.888
-2.089,-3.374,-1.117,53.162,1.404,-378.845
-1.660,-4.000,-0.835,91.187,-26.306,-458.008
-1.041,-4.000,-0.333,129.272,-45.410,-480.774
-0.006,-3.993,0.306,167.847,-40.222,-457.214
0.798,-3.479,0.660,179.016,11.169,-393.188
1.606,-2.797,0.827,131.714,93.994,-283.813
1.961,-2.306,0.668,95.093,136.780,-176.514
2.067,-1.986,0.498,35.828,108.215,-93.994
1.652,-1.821,0.293,-42.419,24.414,-5.554
0.992,-1.607,0.161,-104.187,-53.955,94.238
0.282,-1.432,0.202,-129.150,-94.849,181.519
-0.394,-1.400,0.327,-120.667,-109.985,236.328
-0.894,-1.394,0.492,-102.234,-117.004,251.648
-1.162,-1.461,0.572,-100.830,-114.014,232.971
-1.180,-1.496,0.480,-133.789,-102.600,205.078
-1.225,-1.349,0.269,-177.185,-95.947,191.101
-1.246,-1.121,0.083,-200.623,-88.928,189.819
-1.226,-0.901,-0.008,-194.824,-80.811,183.167
-1.184,-0.720,0.010,-168.701,-73.425,175.476
-1.141,-0.552,0.114,-134.949,-69.397,164.001
-1.068,-0.403,0.248,-103.333,-62.927,149.841
-0.962,-0.324,0.357,-77.881,-48.279,137.268
-0.817,-0.259,0.484,-60.303,-29.053,131.165
-0.716,-0.202,0.580,-47.974,-15.442,128.601
-0.635,-0.130,0.684,-38.086,-2.991,127.808
-0.597,-0.101,0.754,-32.227,6.348,124.207
-0.560,-0.088,0.800,-32.349,7.385,114.807
-0.550,-0.064,0.841,-34.729,-2.014,98.816
-0.544,-0.066,0.878,-38.879,-16.052,80.994
-0.537,-0.078,0.912,-41.809,-29.846,61.951
-0.512,-0.109,0.956,-40.894,-37.048,48.584
-0.478,-0.125,1.007,-36.255,-36.926,39.856
-0.414,-0.099,1.066,-28.259,-28.015,34.546
-0.360,-0.086,1.118,-19.043,-14.465,33.264
-0.303,-0.081,1.142,-12.329,-1.770,35.583
-0.292,-0.089,1.155,-8.606,7.263,38.696
-0.318,-0.110,1.181,-7.446,11.597,41.260
-0.262,-0.137,1.164,-7.690,15.564,43.701
-0.313,-0.179,1.129,-3.174,20.691,39.368
-0.318,-0.183,1.087,-3.296,21.729,31.433
-0.323,-0.210,1.026,-11.841,23.071,28.564
-0.258,-0.193,1.000,-17.151,25.757,26.123
-0.165,-0.138,0.984,-17.395,29.053,23.987
-0.079,-0.114,0.970,-15.625,30.701,21.606
0.025,-0.111,0.986,-13.489,27.710,20.691
0.031,-0.113,1.001,-10.132,20.325,17.517
0.056,-0.126,1.022,-12.573,10.315,14.282
0.042,-0.142,1.023,-18.921,0.977,13.489
0.026,-0.173,1.012,-26.062,-5.188,14.404
0.005,-0.179,1.001,-30.762,-9.155,13.489
-0.027,-0.181,0.994,-34.851,-10.132,12.695
-0.064,-0.185,0.989,-39.185,-7.935,13.184
-0.084,-0.169,0.971,-43.396,-3.479,15.198
-0.115,-0.130,0.932,-46.631,1.465,18.616
-0.137,-0.069,0.896,-47.791,7.690,22.156
-0.155,-0.014,0.863,-44.434,15.320,23.132
-0.133,0.047,0.830,-39.795,22.522,21.179
-0.120,0.084,0.787,-34.851,26.917,18.005
-0.097,0.113,0.751,-29.358,28.748,14.526
-0.081,0.115,0.731,-23.987,28.076,11.719
-0.079,0.108,0.742,-18.860,24.353,9.949
-0.090,0.109,0.784,-14.404,18.433,8.911
-0.125,0.100,0.829,-12.146,13.000,8.423
-0.148,0.098,0.875,-9.766,11.230,5.981
-0.154,0.099,0.913,-7.385,13.184,1.465
