aX,aY,aZ,gX,gY,gZ
-0.023,-0.048,-0.217,-53.284,28.931,-1.709
0.007,-0.035,-0.122,-55.237,40.283,-1.465
0.029,-0.063,-0.061,-53.772,48.584,-1.709
-0.002,-0.116,-0.008,-52.856,54.688,-4.883
-0.058,-0.146,0.092,-52.490,63.416,-7.141
-0.073,-0.218,0.243,-49.500,73.486,-9.888
-0.074,-0.281,0.431,-50.781,79.407,-10.681
-0.056,-0.256,0.632,-60.974,79.895,-10.864
-0.040,-0.213,0.828,-71.716,74.036,-11.841
-0.023,-0.073,0.962,-86.121,62.378,-15.625
-0.021,0.065,1.021,-100.403,46.143,-19.592
-0.032,0.158,1.009,-111.267,28.259,-21.851
-0.128,0.219,0.983,-119.995,12.390,-22.827
-0.327,0.145,0.996,-131.165,3.235,-22.217
-0.416,0.035,1.078,-144.348,3.357,-19.897
-0.521,-0.079,1.136,-148.743,1.770,-18.555
-0.606,-0.080,1.242,-144.470,1.526,-20.691
-0.663,-0.004,1.356,-137.878,1.892,-21.729
-0.683,0.059,1.417,-129.211,2.930,-22.766
-0.688,0.159,1.458,-123.230,6.348,-23.071
-0.594,0.229,1.647,-124.268,9.888,-25.208
-0.670,0.369,1.789,-127.380,8.911,-28.259
-0.714,0.373,1.825,-124.268,2.625,-26.367
-0.842,0.513,1.764,-118.652,-4.150,-24.902
-0.890,0.475,1.813,-109.741,-0.366,-15.076
-0.955,0.379,1.984,-106.628,8.972,-4.395
-0.956,0.296,2.199,-107.544,10.803,6.531
-0.961,0.176,2.326,-104.370,5.554,15.015
-0.997,0.491,2.317,-96.802,-3.540,18.738
-0.918,0.437,2.246,-74.280,-3.723,26.306
-0.890,0.507,2.172,-49.988,7.690,28.259
-0.786,0.558,2.216,-25.574,23.010,30.579
-0.653,0.572,2.341,-0.977,40.222,33.630
-0.559,0.570,2.479,17.151,45.166,38.574
-0.499,0.511,2.548,30.945,38.269,46.265
-0.456,0.403,2.526,35.950,24.719,54.993
-0.402,0.325,2.408,32.837,7.019,62.012
-0.376,0.271,2.185,32.043,-10.620,65.857
-0.318,0.230,1.930,34.424,-23.621,67.139
-0.263,0.219,1.712,40.161,-28.198,65.918
-0.206,0.233,1.548,49.744,-25.391,62.866
-0.166,0.261,1.427,63.477,-18.494,60.303
-0.128,0.272,1.305,77.271,-11.780,58.350
-0.124,0.263,1.234,88.501,-5.798,57.983
-0.128,0.240,1.248,91.248,1.892,59.143
-0.093,0.223,1.287,81.787,6.104,61.523
-0.062,0.220,1.354,67.139,4.089,62.927
0.027,0.193,1.323,59.570,-4.578,63.049
0.074,0.021,1.209,56.702,-18.066,62.378
0.114,0.028,1.025,50.293,-28.564,54.993
0.177,-0.015,0.900,45.349,-32.043,47.607
0.223,-0.003,0.793,39.734,-33.142,40.833
0.196,0.053,0.698,37.903,-34.058,38.147
0.197,0.146,0.594,43.457,-30.701,37.109
0.231,0.213,0.517,55.298,-21.301,40.955
0.245,0.212,0.524,63.782,-8.057,47.546
0.307,0.108,0.552,65.918,1.953,54.871
0.368,-0.068,0.553,62.805,7.263,60.120
0.441,-0.226,0.551,52.429,10.437,60.242
0.472,-0.339,0.627,37.842,13.550,52.612
0.497,-0.345,0.678,28.076,14.648,42.175
0.521,-0.319,0.653,24.231,9.705,32.166
0.519,-0.272,0.589,20.752,1.648,24.414
0.534,-0.241,0.526,16.602,-1.587,18.188
0.538,-0.202,0.487,14.282,-0.732,14.160
0.531,-0.168,0.494,10.010,3.479,10.498
0.517,-0.171,0.542,11.841,9.460,7.263
0.529,-0.183,0.578,18.677,15.625,4.089
0.523,-0.223,0.589,23.071,18.616,0.854
0.545,-0.239,0.618,24.048,20.630,-3.540
0.543,-0.269,0.690,22.461,23.621,-7.935
0.556,-0.297,0.753,20.020,25.024,-12.939
0.548,-0.271,0.768,12.878,21.790,-18.677

-0.474,0.641,2.005,-112.122,32.166,-17.578
-0.574,0.568,1.953,-125.977,5.310,-5.066
-0.649,0.458,1.833,-139.587,-18.616,7.324
-0.707,0.372,1.668,-146.179,-35.400,16.174
-0.701,0.362,1.425,-142.151,-42.786,20.020
-0.748,0.474,1.366,-125.854,-31.738,18.250
-0.690,0.453,1.505,-104.980,1.953,18.127
-0.630,0.453,1.779,-85.266,44.678,17.334
-0.560,0.377,2.091,-63.538,73.853,15.869
-0.495,0.307,2.495,-45.532,93.384,11.841
-0.465,0.331,2.845,-34.363,92.102,9.399
-0.436,0.409,2.987,-28.687,67.261,12.024
-0.436,0.522,2.878,-24.902,32.715,18.311
-0.378,0.591,2.658,-21.912,4.211,28.687
-0.354,0.591,2.382,-13.855,-15.381,39.978
-0.311,0.589,2.096,2.747,-23.743,49.805
-0.255,0.527,1.950,24.658,-15.442,56.885
-0.197,0.422,1.938,43.945,-1.831,60.730
-0.171,0.304,1.958,61.340,7.690,62.317
-0.159,0.196,1.981,75.867,11.902,60.791
-0.143,0.133,2.002,81.787,9.460,56.763
-0.141,0.146,1.994,81.848,1.221,49.988
-0.128,0.235,1.904,82.703,-10.254,43.030
-0.138,0.359,1.739,82.886,-24.048,38.269
-0.116,0.473,1.521,81.726,-35.583,37.231
-0.110,0.559,1.336,77.454,-42.297,40.588
-0.090,0.644,1.160,70.801,-43.396,48.645
-0.075,0.587,1.039,71.045,-40.527,61.462
-0.023,0.412,0.925,80.322,-36.682,74.707
0.038,0.117,0.874,89.111,-30.212,82.703
0.073,-0.093,0.868,91.187,-23.499,81.604
0.120,-0.260,0.880,90.515,-15.869,73.792
0.177,-0.232,0.882,85.571,-14.160,58.533
0.203,-0.142,0.840,84.290,-18.188,44.800
0.222,-0.073,0.756,84.412,-21.179,35.034
0.252,0.048,0.644,81.299,-21.423,28.015
0.262,0.173,0.563,78.613,-19.165,25.757
0.281,0.215,0.526,79.163,-12.878,30.701
0.318,0.091,0.508,79.834,-5.981,39.612
0.373,-0.115,0.508,77.148,-1.099,46.021
0.443,-0.241,0.530,67.566,2.808,45.593
0.500,-0.329,0.569,55.664,5.554,39.368
0.540,-0.342,0.612,47.913,5.493,29.724
0.548,-0.287,0.663,43.030,4.639,18.066
0.557,-0.200,0.656,41.443,1.282,8.057
0.557,-0.125,0.613,39.856,-3.784,1.892
0.547,-0.068,0.576,34.485,-6.226,-0.854
0.535,-0.065,0.554,30.396,-6.653,-2.258
0.507,-0.050,0.518,28.320,-7.080,-3.174
0.497,-0.046,0.478,25.146,-5.310,-3.357
0.494,-0.097,0.469,21.240,-1.465,-2.930
0.491,-0.156,0.516,17.029,3.906,-3.113
0.505,-0.229,0.549,16.846,9.460,-5.676
0.541,-0.307,0.588,20.142,12.878,-10.864
0.523,-0.320,0.659,22.095,16.907,-20.874
0.533,-0.294,0.704,24.353,19.226,-30.090
0.510,-0.257,0.747,22.034,19.043,-37.476
0.464,-0.170,0.756,14.221,15.381,-43.274
0.413,-0.080,0.731,7.996,10.437,-45.776
0.352,-0.040,0.685,2.197,6.775,-46.265
0.275,-0.009,0.686,-1.831,6.592,-43.335
0.265,-0.053,0.694,-2.563,9.033,-40.466
0.234,-0.131,0.724,-0.183,10.803,-38.391
0.219,-0.213,0.782,1.587,14.099,-40.405
0.214,-0.267,0.870,3.174,15.808,-47.852
0.183,-0.260,0.938,5.554,14.771,-56.702
0.129,-0.195,0.934,7.141,9.521,-65.613
0.065,-0.097,0.885,6.531,2.991,-71.411
-0.035,0.014,0.816,2.808,-2.136,-71.960
-0.101,0.114,0.778,-2.197,-3.784,-70.679
-0.139,0.127,0.793,-4.272,-1.099,-65.430
-0.145,0.072,0.847,-5.737,3.174,-57.922
-0.129,-0.016,0.916,-8.911,6.287,-52.612
-0.125,-0.076,0.989,-12.939,7.019,-50.171
-0.118,-0.111,1.014,-14.832,4.883,-51.208
-0.160,-0.119,0.997,-15.442,-0.122,-54.443
-0.208,-0.129,0.990,-15.076,-3.540,-56.824
-0.234,-0.147,0.994,-13.062,-4.333,-58.594
-0.258,-0.145,0.998,-10.803,-4.761,-60.669
-0.282,-0.105,1.034,-8.850,-4.639,-62.317
-0.289,-0.058,1.079,-8.606,-4.395,-63.599
-0.321,0.021,1.124,-11.353,-5.493,-64.758
-0.357,0.087,1.125,-12.268,-8.850,-63.171
-0.391,0.131,1.098,-11.169,-13.428,-59.814
-0.431,0.148,1.084,-12.024,-16.479,-55.603
-0.451,0.145,1.059,-13.000,-18.188,-50.598
-0.472,0.135,1.014,-13.306,-19.592,-46.082
-0.478,0.109,0.966,-12.329,-19.653,-41.321
-0.468,0.073,0.931,-10.620,-16.785,-37.354
-0.456,0.059,0.927,-9.766,-12.207,-35.217
-0.438,0.072,0.943,-8.240,-7.019,-34.241
-0.424,0.101,0.984,-5.676,-2.625,-33.386
-0.412,0.147,1.032,-2.563,0.244,-31.494
-0.397,0.200,1.082,-0.671,1.160,-28.137
-0.394,0.217,1.120,0.305,0.000,-22.034
-0.382,0.191,1.106,0.122,-3.235,-14.771
-0.370,0.135,1.066,-1.465,-7.263,-7.874
-0.351,0.073,1.051,-3.235,-8.850,-2.869
-0.328,0.009,1.042,-4.944,-9.094,0.183
-0.314,-0.026,1.011,-5.676,-9.827,1.709
-0.291,-0.025,0.973,-4.456,-9.827,1.892
-0.283,-0.023,0.923,-1.160,-8.728,2.136
-0.273,-0.013,0.881,2.136,-5.920,2.441
-0.257,-0.011,0.887,4.700,-1.038,2.747
-0.240,-0.009,0.953,6.165,5.371,3.296
-0.217,-0.025,1.010,8.179,9.705,4.150
-0.197,-0.039,1.017,10.742,9.888,4.700
-0.180,-0.050,1.018,12.207,8.972,5.005
-0.154,-0.063,1.047,12.573,8.850,5.249
-0.134,-0.072,1.083,11.292,7.385,5.676
-0.121,-0.076,1.084,9.155,2.991,6.653
-0.112,-0.095,1.046,7.690,-2.258,8.057
-0.106,-0.117,1.001,5.249,-6.042,8.911
-0.103,-0.130,0.963,2.625,-7.935,9.094
-0.104,-0.119,0.932,1.770,-7.751,8.606
-0.106,-0.135,0.923,3.601,-5.615,7.812
-0.108,-0.129,0.923,6.409,-2.869,7.019
-0.104,-0.132,0.929,7.202,-0.549,6.226
-0.106,-0.126,0.955,6.287,0.916,5.615

0.110,-0.023,2.468,-28.870,20.325,12.268
0.092,-0.006,2.418,-28.687,2.441,14.038
0.072,0.033,2.307,-19.836,-10.315,12.634
0.014,0.073,2.137,-0.488,-15.381,7.935
-0.029,0.177,2.006,26.062,-10.742,1.587
-0.039,0.289,1.953,56.274,4.089,-4.944
-0.020,0.334,2.045,88.257,29.663,-10.254
0.091,0.305,2.258,113.647,58.472,-14.282
0.176,0.239,2.561,128.235,77.515,-18.127
0.288,0.106,2.799,141.846,81.726,-21.423
0.335,0.019,2.885,144.836,65.857,-28.076
0.302,0.056,2.742,138.062,32.837,-37.354
0.263,0.142,2.414,129.700,-6.653,-44.434
0.207,0.237,2.037,123.474,-38.940,-47.974
0.165,0.330,1.611,126.709,-61.157,-47.791
0.128,0.388,1.189,139.587,-72.632,-44.678
0.088,0.460,0.839,149.597,-73.425,-40.833
0.046,0.499,0.529,154.663,-67.139,-36.133
0.004,0.527,0.276,146.851,-58.289,-31.067
-0.025,0.539,0.165,123.169,-47.791,-24.109
0.020,0.500,0.178,94.177,-37.781,-15.381
0.043,0.408,0.255,72.449,-34.424,-11.169
0.052,0.318,0.274,67.383,-39.124,-12.878
0.016,0.252,0.081,79.346,-50.720,-18.860
0.010,0.213,-0.195,96.863,-59.265,-25.452
-0.005,0.244,-0.334,102.905,-55.176,-31.067
-0.025,0.300,-0.375,104.431,-44.312,-34.424
-0.057,0.359,-0.415,108.887,-33.142,-33.936
-0.073,0.354,-0.469,110.535,-22.888,-29.419
-0.074,0.358,-0.487,103.149,-15.137,-21.790
-0.073,0.270,-0.404,91.675,-7.202,-11.047
-0.086,0.195,-0.305,71.228,-3.174,-1.953
-0.042,0.105,-0.271,42.480,-8.484,7.690
-0.031,-0.026,-0.292,19.714,-15.808,15.076
-0.004,-0.139,-0.302,9.155,-17.822,17.761
0.029,-0.287,-0.381,11.719,-16.602,17.761
0.084,-0.431,-0.479,20.081,-11.292,14.465
0.115,-0.458,-0.463,20.264,0.610,5.981
0.117,-0.414,-0.372,15.259,14.832,-2.686
0.108,-0.347,-0.280,11.902,25.757,-7.935
0.082,-0.298,-0.199,9.583,32.043,-7.812
0.085,-0.335,-0.091,4.395,35.889,-4.211
0.088,-0.361,0.081,-7.690,36.011,-1.892
0.073,-0.346,0.180,-19.897,29.968,-1.587
0.060,-0.290,0.148,-28.931,18.372,-2.319
0.034,-0.219,0.058,-37.231,9.094,-2.258
-0.000,-0.160,0.014,-45.105,6.653,-0.977
-0.041,-0.121,-0.008,-51.208,9.766,1.953
-0.042,-0.056,-0.089,-53.650,11.780,3.662
-0.071,-0.006,-0.152,-58.594,14.526,4.150
-0.044,-0.038,-0.131,-67.871,24.597,6.714
0.016,-0.155,0.012,-78.674,38.940,10.071
0.080,-0.256,0.235,-86.609,51.392,10.559
0.099,-0.307,0.460,-88.806,56.824,5.859
0.076,-0.281,0.558,-83.252,53.284,-1.587
0.025,-0.136,0.547,-81.421,41.992,-8.362
-0.038,0.029,0.504,-78.308,32.410,-13.489
-0.063,0.165,0.459,-75.317,29.663,-13.916
-0.059,0.255,0.462,-83.130,31.799,-9.583
-0.039,0.307,0.557,-94.910,36.682,-4.517
-0.058,0.341,0.748,-109.375,44.922,-2.136
-0.075,0.383,1.022,-127.441,51.575,-0.610
-0.119,0.289,1.314,-144.714,50.354,3.662
-0.113,0.076,1.531,-151.367,41.931,9.094
-0.068,-0.098,1.625,-143.982,26.001,8.240
-0.081,-0.122,1.532,-131.592,6.165,-0.488
-0.075,0.074,1.561,-124.146,-5.310,-13.000
-0.096,0.236,1.432,-117.065,-12.756,-21.667
-0.214,0.392,1.359,-109.497,-11.536,-25.513
-0.267,0.527,1.478,-101.318,-0.610,-24.841
-0.281,0.487,1.683,-88.989,15.015,-21.912
-0.311,0.586,1.949,-90.820,25.574,-18.433
-0.292,0.490,2.272,-105.591,25.208,-9.460
-0.358,0.328,2.440,-121.887,9.583,-0.244
-0.400,0.471,2.490,-126.038,-11.902,7.812
-0.287,0.159,2.444,-112.915,-32.898,16.113
-0.349,0.122,2.241,-103.455,-50.781,12.634
-0.366,0.113,2.101,-84.106,-55.054,6.165
-0.408,0.159,1.997,-58.838,-48.889,-1.099
-0.464,0.277,1.977,-36.316,-39.856,-5.920
-0.515,0.341,2.015,-20.325,-27.954,-6.409
-0.562,0.392,2.097,-15.625,-19.409,-2.930
-0.592,0.429,2.127,-14.160,-17.090,1.465
-0.624,0.594,2.126,-12.085,-17.578,6.653
-0.626,0.696,2.053,-5.554,-17.273,15.015
-0.609,0.714,1.972,3.052,-15.076,24.292
-0.588,0.682,1.861,12.756,-12.207,32.593
-0.532,0.650,1.735,23.376,-6.653,40.161
-0.480,0.548,1.622,33.630,-1.404,46.326
-0.431,0.431,1.516,46.692,1.404,49.194
-0.371,0.312,1.470,58.899,6.348,49.561
-0.260,0.245,1.469,66.040,9.949,46.814
-0.201,0.254,1.442,69.519,6.897,44.189
-0.131,0.336,1.350,73.853,-0.305,44.006
-0.104,0.382,1.218,79.651,-6.531,47.791
-0.077,0.435,1.112,78.247,-8.484,51.025
-0.023,0.408,1.049,76.477,-7.690,55.969
0.026,0.326,1.008,77.759,-6.714,61.462
0.064,0.222,0.952,77.759,-8.362,64.575
0.105,0.072,0.841,77.026,-11.292,64.819
0.129,0.070,0.714,72.144,-13.550,60.608
0.161,0.067,0.659,65.613,-10.986,56.702
0.194,0.054,0.633,60.913,-7.080,53.650
0.235,0.046,0.603,55.847,-6.470,52.124
0.283,0.052,0.572,51.941,-5.432,50.476
0.305,0.010,0.563,52.124,-3.418,48.340
0.360,-0.025,0.568,51.208,0.854,46.082
0.376,-0.059,0.609,52.307,4.150,41.870
0.387,-0.105,0.618,56.335,4.639,36.926
0.428,-0.134,0.582,59.143,4.028,31.616
0.437,-0.160,0.556,56.641,4.456,27.405
0.454,-0.139,0.571,49.438,6.165,22.949
0.474,-0.115,0.592,40.894,7.751,19.165
0.481,-0.104,0.595,31.494,7.507,15.991
0.514,-0.079,0.604,21.606,8.667,13.855
0.519,-0.078,0.651,15.503,10.437,10.986
0.528,-0.094,0.699,13.184,10.498,7.751
0.520,-0.133,0.732,12.878,10.193,4.456
0.524,-0.160,0.775,11.475,7.690,0.305

0.365,0.187,2.384,117.493,94.299,-11.169
0.406,0.134,2.523,126.587,88.989,-14.160
0.438,0.056,2.518,129.700,71.045,-17.334
0.435,0.041,2.367,121.033,47.180,-20.935
0.434,0.014,2.174,108.459,24.536,-23.987
0.436,-0.042,2.027,100.647,6.958,-27.405
0.414,-0.118,1.887,98.022,-8.301,-31.799
0.379,-0.121,1.695,103.210,-25.085,-39.185
0.366,-0.066,1.471,114.929,-40.527,-48.584
0.306,0.030,1.279,124.695,-49.561,-57.007
0.248,0.140,1.086,129.761,-52.490,-61.218
0.183,0.192,0.900,134.399,-54.565,-62.744
0.173,0.221,0.763,131.226,-50.598,-61.218
0.137,0.233,0.704,122.864,-42.908,-58.350
0.109,0.297,0.637,107.849,-37.598,-55.481
0.100,0.347,0.572,89.417,-36.255,-49.500
0.087,0.344,0.523,69.458,-35.217,-40.161
0.086,0.296,0.499,49.866,-37.292,-30.457
0.101,0.258,0.482,36.743,-40.833,-23.315
0.099,0.212,0.406,36.682,-47.668,-20.203
0.119,0.161,0.282,43.579,-55.298,-19.775
0.115,0.123,0.214,50.232,-57.922,-22.888
0.077,0.116,0.179,60.364,-55.237,-29.602
0.063,0.088,0.068,79.407,-54.688,-35.034
0.047,0.025,-0.053,98.694,-55.359,-39.490
0.023,0.000,-0.112,109.375,-50.354,-40.405
0.013,-0.054,-0.092,109.436,-44.556,-37.842
-0.026,-0.068,-0.126,101.074,-46.631,-35.828
-0.048,-0.074,-0.174,89.905,-48.767,-32.410
-0.049,-0.063,-0.204,72.693,-50.598,-28.442
-0.036,-0.083,-0.259,53.894,-50.537,-22.705
-0.036,-0.135,-0.289,36.560,-47.791,-17.578
-0.001,-0.193,-0.315,25.330,-42.786,-14.587
0.005,-0.228,-0.305,19.653,-36.072,-18.372
-0.034,-0.189,-0.288,17.273,-27.588,-24.963
-0.057,-0.103,-0.308,17.639,-22.827,-28.442
-0.102,-0.030,-0.338,15.747,-20.325,-26.855
-0.114,0.013,-0.378,6.653,-16.846,-19.836
-0.123,-0.025,-0.432,-6.409,-13.428,-9.827
-0.092,-0.103,-0.469,-19.470,-7.629,-0.061
-0.069,-0.144,-0.429,-32.227,0.488,7.690
-0.022,-0.237,-0.392,-39.978,10.559,11.841
0.021,-0.309,-0.315,-45.898,20.081,11.414
0.074,-0.346,-0.237,-47.363,28.809,6.958
0.078,-0.354,-0.176,-43.579,33.875,-0.549
0.036,-0.304,-0.156,-44.128,37.842,-8.362
0.006,-0.189,-0.141,-48.279,41.504,-13.611
-0.034,-0.033,-0.092,-51.941,45.898,-14.587
-0.052,0.059,-0.014,-57.861,51.758,-10.986
-0.073,0.161,0.064,-71.655,56.274,-4.333
-0.026,0.235,0.162,-91.675,58.960,2.014
0.038,0.223,0.230,-115.540,61.584,9.216
0.111,0.050,0.338,-133.179,62.439,18.066
0.170,-0.152,0.505,-142.090,65.857,18.677
0.142,-0.339,0.682,-135.437,67.932,8.606
0.092,-0.321,0.782,-121.277,65.552,-8.667
-0.011,-0.103,0.831,-105.774,60.486,-27.466
-0.138,0.221,0.936,-97.778,57.373,-39.124
-0.221,0.544,1.038,-104.858,54.443,-37.476
-0.302,0.694,1.179,-119.568,47.424,-23.437
-0.263,0.800,1.248,-140.808,38.879,-7.812
-0.206,0.758,1.316,-156.494,31.433,7.263
-0.155,0.615,1.384,-163.025,34.973,15.320
-0.093,0.460,1.620,-158.081,47.852,16.296
-0.112,0.308,1.571,-138.184,57.861,10.193
-0.118,0.071,1.947,-115.601,73.303,2.808
-0.171,0.093,2.132,-100.159,68.054,-12.573
-0.121,0.075,2.368,-95.398,51.392,-17.334
-0.215,0.280,2.422,-107.056,27.710,-18.860
-0.228,0.420,2.490,-117.371,7.141,-10.193
-0.246,0.518,2.466,-112.244,-9.644,4.028
-0.203,0.443,2.487,-108.276,-13.672,16.968
-0.227,0.417,2.411,-108.398,-11.902,16.357
-0.236,0.417,2.420,-94.971,-1.038,12.817
-0.288,0.439,2.448,-78.064,4.700,7.202
-0.338,0.442,2.425,-57.678,9.094,6.836
-0.353,0.414,2.428,-37.964,11.230,9.888
-0.350,0.417,2.424,-25.940,9.888,14.160
-0.341,0.472,2.393,-13.855,6.042,19.592
-0.262,0.481,2.279,1.221,6.104,24.719
-0.221,0.530,2.189,12.024,9.888,28.015
-0.165,0.562,2.146,27.588,14.587,31.372
-0.118,0.553,2.093,46.326,11.353,35.156
-0.091,0.528,1.968,63.599,1.709,37.903
-0.069,0.488,1.802,76.233,-5.676,40.161
-0.029,0.444,1.705,76.050,-8.362,40.955
-0.015,0.386,1.576,64.636,-12.207,40.466
0.052,0.398,1.442,42.725,-16.968,39.185
0.028,0.344,1.323,32.837,-21.912,39.917
0.056,0.312,1.211,39.978,-27.527,43.945
0.082,0.265,1.051,55.420,-34.790,44.495
0.105,0.264,0.896,68.542,-38.757,42.786
0.139,0.271,0.810,81.360,-36.316,40.588
0.149,0.295,0.765,91.858,-32.532,39.673
0.180,0.318,0.754,95.459,-29.419,41.321
0.218,0.298,0.786,94.421,-27.161,44.678
0.251,0.293,0.779,87.769,-28.198,47.058
0.305,0.181,0.785,77.332,-29.724,48.889
0.327,0.103,0.646,71.167,-31.433,47.791
0.358,0.017,0.608,66.040,-28.137,46.875
0.386,-0.045,0.580,57.983,-23.743,41.992
0.410,-0.069,0.561,52.979,-18.982,36.438
0.440,-0.097,0.546,50.781,-15.625,32.715
0.452,-0.104,0.500,52.979,-16.052,30.029
0.486,-0.119,0.459,57.922,-14.282,27.466
0.503,-0.143,0.452,60.608,-9.705,24.658
0.534,-0.165,0.487,57.556,-4.700,20.935
0.543,-0.196,0.555,52.612,-1.648,16.235
0.554,-0.194,0.597,46.753,-1.099,10.925
0.558,-0.182,0.570,37.964,-2.441,5.615
0.573,-0.208,0.515,22.095,-4.028,0.366
0.553,-0.230,0.542,3.052,-2.014,-4.578
0.549,-0.249,0.613,-8.179,1.892,-8.545
0.531,-0.265,0.624,-8.545,-0.305,-12.268
0.511,-0.258,0.607,-2.625,-2.869,-16.602
0.510,-0.239,0.628,1.587,-1.648,-21.667
0.495,-0.202,0.677,3.479,-0.244,-26.733
0.483,-0.185,0.742,5.249,0.916,-30.762
0.468,-0.176,0.795,4.517,0.244,-34.363

0.114,0.311,2.761,-1.038,55.664,-8.057
0.095,0.383,2.724,-3.235,28.442,0.427
0.091,0.432,2.489,-0.366,2.502,7.996
0.089,0.441,2.259,6.592,-8.667,14.404
0.080,0.421,2.065,16.296,-4.883,16.357
0.135,0.358,1.963,34.180,10.315,11.963
0.182,0.302,2.013,60.547,34.302,2.686
0.230,0.284,2.198,91.736,55.969,-8.972
0.285,0.310,2.346,124.817,63.660,-20.996
0.346,0.282,2.312,152.893,54.565,-29.114
0.381,0.282,2.219,166.077,38.940,-35.095
0.399,0.258,2.115,167.419,20.752,-39.246
0.400,0.240,1.879,165.039,-2.136,-42.908
0.385,0.243,1.573,159.851,-23.682,-46.570
0.356,0.290,1.263,151.184,-40.344,-49.561
0.281,0.385,0.939,141.052,-51.392,-50.903
0.211,0.460,0.623,132.751,-56.335,-49.316
0.171,0.511,0.337,128.296,-54.810,-45.654
0.164,0.541,0.175,123.718,-48.340,-40.894
0.163,0.548,0.091,117.188,-41.382,-34.485
0.182,0.505,0.021,110.291,-37.964,-27.100
0.219,0.395,-0.018,104.004,-38.818,-20.142
0.233,0.256,-0.015,99.060,-41.504,-18.677
0.221,0.168,-0.106,101.501,-47.180,-23.376
0.177,0.146,-0.279,108.337,-54.382,-30.457
0.123,0.184,-0.443,106.445,-56.946,-35.706
0.084,0.217,-0.568,97.229,-55.298,-36.499
0.066,0.215,-0.647,85.938,-49.866,-32.410
0.049,0.199,-0.699,73.425,-42.358,-25.024
0.041,0.147,-0.702,63.416,-33.630,-17.273
0.038,0.155,-0.668,55.908,-23.560,-10.132
0.057,0.008,-0.548,47.668,-14.587,-2.502
0.091,-0.067,-0.441,34.790,-10.681,-0.122
0.091,-0.122,-0.371,27.893,-9.705,-0.977
0.088,-0.134,-0.384,23.682,-11.414,-3.723
0.083,-0.144,-0.457,18.433,-12.512,-4.883
0.090,-0.181,-0.511,9.766,-8.240,-4.639
0.103,-0.259,-0.503,0.244,0.183,-3.662
0.109,-0.313,-0.428,-13.000,11.536,-4.517
0.107,-0.308,-0.308,-27.161,20.691,-7.141
0.122,-0.290,-0.196,-37.598,24.170,-9.460
0.132,-0.281,-0.098,-46.692,22.583,-11.230
0.126,-0.258,-0.011,-56.641,19.043,-14.648
0.090,-0.216,0.027,-65.369,14.160,-20.630
0.044,-0.132,-0.003,-71.838,8.911,-26.733
0.015,-0.071,-0.066,-76.599,7.385,-30.518
0.010,-0.047,-0.077,-82.397,13.062,-31.555
0.014,-0.061,0.009,-85.632,23.987,-29.419
0.035,-0.042,0.121,-87.708,33.997,-26.978
0.050,-0.059,0.261,-94.238,41.138,-26.672
0.130,-0.074,0.469,-107.483,48.157,-29.541
0.115,-0.040,0.734,-121.216,52.185,-35.522
0.099,0.114,1.017,-130.493,51.025,-45.959
0.003,0.322,1.131,-129.639,39.429,-54.565
-0.133,0.467,1.114,-125.610,18.982,-56.885
-0.258,0.553,1.078,-132.141,2.808,-50.232
-0.331,0.557,1.034,-148.560,-7.202,-37.170
-0.357,0.477,0.982,-159.729,-13.855,-23.865
-0.351,0.409,0.945,-160.522,-12.878,-15.625
-0.316,0.361,1.003,-156.860,-1.709,-14.648
-0.248,0.270,1.259,-153.015,20.081,-21.606
-0.184,0.172,1.702,-141.968,41.016,-34.668
-0.280,0.242,1.870,-120.911,46.387,-50.720
-0.396,0.263,2.237,-103.638,40.344,-59.509
-0.549,0.339,2.341,-106.750,16.541,-63.171
-0.658,0.339,2.337,-117.249,-10.010,-54.382
-0.723,0.297,2.259,-128.784,-37.781,-43.274
-0.830,0.405,1.981,-136.230,-63.232,-36.255
-0.914,0.686,1.591,-132.446,-71.472,-31.921
-0.982,0.892,1.302,-110.046,-54.077,-25.574
-0.989,0.996,1.364,-82.092,-10.071,-19.958
-0.941,1.022,1.697,-52.185,38.269,-14.160
-0.872,1.002,2.157,-16.724,74.707,-5.127
-0.789,0.905,2.524,11.841,86.670,6.897
-0.720,0.797,2.753,21.362,75.317,21.851
-0.637,0.734,2.835,16.785,49.377,36.255
-0.606,0.659,2.677,9.583,14.526,50.293
-0.512,0.632,2.341,6.348,-15.869,60.913
-0.447,0.554,2.029,7.019,-31.494,68.542
-0.401,0.520,1.803,16.113,-31.372,72.632
-0.323,0.510,1.661,31.921,-21.667,72.327
-0.269,0.436,1.588,51.514,-9.827,72.021
-0.155,0.395,1.569,66.589,1.709,69.763
-0.132,0.354,1.603,77.942,7.141,67.810
-0.128,0.274,1.596,87.769,4.761,67.322
-0.088,0.259,1.577,89.172,-1.099,65.125
-0.079,0.281,1.549,81.116,-9.521,61.523
-0.026,0.326,1.462,70.313,-21.790,58.899
0.056,0.390,1.287,62.561,-33.386,57.861
0.059,0.407,1.078,59.692,-41.077,60.486
0.081,0.406,0.915,61.768,-41.077,63.904
0.112,0.374,0.779,63.904,-34.119,65.430
0.178,0.302,0.713,65.063,-21.790,65.796
0.215,0.326,0.714,71.289,-13.977,63.660
0.296,0.221,0.784,84.534,-7.019,63.232
0.357,0.150,0.814,91.675,-3.662,59.753
0.410,0.105,0.854,90.759,-4.089,54.932
0.438,0.054,0.820,86.670,-9.521,50.537
