aX,aY,aZ,gX,gY,gZ
-0.047,0.179,-0.303,10.498,34.546,117.188
0.117,0.125,-0.158,5.737,58.350,111.145
0.308,0.106,0.111,7.202,82.947,102.051
0.508,0.101,0.457,11.780,101.379,92.041
0.676,0.078,0.747,13.916,107.056,84.106
0.838,0.056,0.936,11.292,100.891,78.125
0.931,0.031,1.020,6.348,88.806,73.181
1.008,-0.007,0.998,-0.244,75.195,69.946
1.115,-0.072,0.953,-7.385,65.674,67.383
1.193,-0.130,0.960,-17.822,64.636,62.988
1.216,-0.233,1.052,-26.123,69.031,56.274
1.250,-0.317,1.219,-32.227,73.792,46.326
1.248,-0.422,1.363,-31.128,73.608,32.288
1.219,-0.474,1.414,-21.912,67.749,12.817
1.159,-0.416,1.429,-9.827,59.814,-8.972
1.103,-0.311,1.414,3.784,51.880,-29.480
1.044,-0.219,1.373,17.822,44.739,-45.715
0.968,-0.119,1.290,28.687,38.574,-57.312
0.847,-0.091,1.273,34.241,34.729,-64.087
0.728,-0.103,1.265,34.607,31.738,-68.848
0.601,-0.134,1.285,31.921,28.442,-73.792
0.487,-0.131,1.336,23.987,24.780,-80.627
0.359,-0.081,1.396,11.353,18.982,-88.440
0.247,0.015,1.413,-3.113,10.254,-96.191
0.121,0.131,1.385,-11.902,-0.977,-101.929
0.017,0.218,1.382,-15.564,-8.545,-104.736
-0.096,0.264,1.367,-17.578,-14.465,-105.103
-0.164,0.297,1.463,-16.602,-19.714,-104.736
-0.268,0.375,1.537,-12.512,-27.527,-104.797
-0.357,0.485,1.520,-7.080,-37.415,-102.783
-0.455,0.609,1.446,-3.052,-46.997,-97.412
-0.553,0.711,1.376,2.014,-52.979,-89.905
-0.643,0.763,1.348,8.789,-56.396,-80.078
-0.719,0.815,1.319,14.709,-60.425,-70.984
-0.803,0.870,1.246,18.433,-66.467,-61.523
-0.860,0.871,1.140,21.973,-72.144,-50.720
-0.902,0.829,1.001,24.963,-76.050,-38.025
-0.929,0.755,0.847,26.489,-77.087,-25.574
-0.956,0.707,0.705,26.672,-73.242,-15.259
-0.964,0.673,0.665,29.907,-62.561,-8.240
-0.919,0.674,0.690,37.659,-46.814,-2.991
-0.871,0.630,0.753,48.584,-32.410,2.258
-0.806,0.579,0.826,56.702,-22.339,8.362
-0.755,0.539,0.847,61.646,-18.799,15.076
-0.685,0.519,0.819,63.782,-20.142,21.790
-0.648,0.480,0.783,60.852,-22.583,30.212
-0.562,0.429,0.697,52.979,-25.818,40.405
-0.557,0.348,0.603,44.006,-28.625,50.903
-0.538,0.304,0.519,34.790,-27.100,59.998
-0.478,0.281,0.435,29.053,-22.461,67.505
-0.426,0.215,0.432,27.588,-13.611,73.242
-0.355,0.128,0.484,28.442,-1.648,75.500
-0.318,0.062,0.517,28.748,6.409,73.425
-0.292,0.068,0.508,29.114,10.681,68.481
-0.281,0.119,0.483,32.043,14.099,63.599
-0.252,0.146,0.479,36.438,18.555,61.707
-0.218,0.125,0.514,37.537,23.193,63.416
-0.119,0.111,0.509,35.217,24.719,66.833
-0.032,0.085,0.508,32.043,25.085,69.336
0.066,0.096,0.501,26.978,28.687,69.214
0.122,0.067,0.548,24.719,35.156,68.481
0.176,0.050,0.640,22.034,42.603,65.552
0.213,0.031,0.722,22.156,46.021,62.683
0.218,0.011,0.785,22.827,45.410,60.791
0.221,-0.014,0.835,20.691,42.725,59.570
0.248,-0.028,0.854,15.991,37.292,59.937

0.643,0.593,1.458,-126.648,0.305,-9.277
0.713,0.697,1.510,-103.271,12.146,-19.775
0.656,0.869,1.625,-75.134,30.640,-29.602
0.801,0.775,1.919,-54.260,47.668,-29.541
0.692,0.689,2.185,-51.514,41.199,-29.724
0.682,0.588,2.285,-64.941,13.123,-25.696
0.661,0.454,2.116,-85.938,-21.362,-20.386
0.628,0.355,1.797,-103.333,-49.500,-20.020
0.631,0.339,1.572,-108.704,-53.040,-28.931
0.637,0.394,1.451,-96.863,-38.818,-42.908
0.639,0.516,1.477,-73.120,-15.808,-59.448
0.650,0.604,1.661,-44.861,9.338,-75.439
0.591,0.655,1.881,-18.677,26.306,-89.478
0.504,0.684,2.031,1.709,30.945,-99.243
0.326,0.699,2.200,9.216,25.452,-102.661
0.197,0.720,2.335,2.014,10.986,-102.783
0.090,0.743,2.342,-11.719,-13.428,-100.647
-0.051,0.846,2.219,-21.484,-41.504,-100.769
-0.180,1.001,2.001,-21.301,-63.171,-103.882
-0.296,1.066,1.754,-9.521,-75.012,-104.492
-0.438,1.174,1.570,11.230,-73.364,-106.995
-0.567,1.229,1.495,28.015,-64.758,-107.361
-0.682,1.235,1.502,38.025,-55.542,-102.783
-0.797,1.234,1.549,42.664,-50.598,-94.543
-0.882,1.229,1.582,44.373,-52.734,-84.106
-0.964,1.234,1.566,42.847,-62.439,-71.350
-0.987,1.290,1.452,40.466,-78.125,-58.350
-1.005,1.298,1.289,45.837,-92.163,-44.434
-1.016,1.273,1.064,58.228,-102.478,-31.067
-1.032,1.251,0.807,73.547,-107.605,-19.165
-1.028,1.235,0.578,84.717,-104.614,-7.568
-1.016,1.218,0.454,91.797,-93.384,4.944
-1.005,1.101,0.407,97.961,-78.430,20.569
-0.951,0.958,0.396,101.868,-64.331,35.278
-0.848,0.788,0.414,102.783,-53.101,46.631
-0.786,0.675,0.390,99.976,-47.546,53.833
-0.720,0.606,0.361,95.459,-44.861,59.265
-0.651,0.562,0.310,92.224,-43.396,63.049
-0.599,0.515,0.280,88.501,-41.931,65.918
-0.531,0.450,0.239,83.252,-40.222,68.542
-0.472,0.394,0.205,82.642,-39.246,69.885
-0.396,0.406,0.137,81.970,-38.513,69.275
-0.401,0.466,0.031,77.026,-38.391,71.228
-0.371,0.493,-0.122,70.496,-35.889,80.078
-0.289,0.460,-0.285,57.495,-30.090,91.309
-0.261,0.380,-0.312,37.537,-16.724,101.746
-0.176,0.286,-0.221,17.090,3.113,108.032
-0.071,0.195,-0.097,6.287,20.874,107.544
0.032,0.117,0.013,4.028,34.424,103.760
0.117,0.064,0.103,5.371,44.678,96.680
0.203,0.025,0.187,9.888,52.124,88.440
0.298,0.020,0.292,12.024,57.922,80.078
0.419,0.046,0.365,10.193,60.364,73.242
0.528,0.092,0.448,2.014,60.669,70.007
0.633,0.095,0.600,-9.155,63.171,69.519
0.730,0.057,0.758,-20.203,66.040,69.458
0.843,-0.042,0.890,-30.945,64.819,68.115
0.872,-0.102,0.972,-44.434,60.974,64.148
0.901,-0.131,1.008,-53.223,54.749,56.091
0.881,-0.155,1.034,-53.040,49.805,43.762
0.915,-0.151,1.038,-43.640,47.729,28.442
0.944,-0.158,1.056,-26.733,49.255,11.780
0.994,-0.164,1.106,-8.484,54.688,-4.272
1.007,-0.138,1.212,2.319,60.486,-20.081
1.008,-0.084,1.313,6.897,64.087,-32.654
0.945,-0.028,1.401,8.362,62.866,-40.771
0.897,0.010,1.435,5.188,56.824,-43.762
0.832,0.006,1.418,0.244,47.180,-44.617
0.785,-0.031,1.407,-5.371,38.757,-46.814
0.734,-0.039,1.409,-11.353,31.250,-52.979
0.670,-0.029,1.417,-16.602,24.353,-62.073
0.593,0.014,1.421,-20.752,17.029,-73.547
0.509,0.118,1.402,-20.630,11.108,-86.182
0.442,0.225,1.488,-15.930,8.789,-96.802
0.274,0.293,1.519,-11.780,6.226,-104.309
0.179,0.403,1.583,-9.521,1.587,-107.239
0.052,0.477,1.560,-6.042,-3.906,-106.140
-0.056,0.547,1.566,-3.418,-5.676,-103.333
-0.130,0.551,1.549,2.502,-8.789,-98.572
-0.178,0.516,1.568,11.292,-12.939,-94.788
-0.225,0.503,1.632,19.592,-17.639,-93.567
-0.303,0.509,1.683,28.748,-25.818,-95.093
-0.410,0.534,1.675,36.377,-37.354,-96.863
-0.504,0.576,1.624,40.649,-49.438,-97.351
-0.600,0.601,1.586,43.579,-58.655,-96.436
-0.680,0.653,1.556,46.082,-64.697,-93.445
-0.740,0.757,1.473,47.058,-70.129,-87.646
-0.813,0.892,1.352,52.063,-75.378,-79.163
-0.841,1.008,1.224,55.786,-78.613,-66.040
-0.886,1.085,1.090,54.199,-80.383,-49.316
-0.918,1.071,0.964,49.744,-81.665,-31.067
-0.931,1.037,0.821,44.922,-80.322,-13.428
-0.935,0.962,0.698,45.715,-76.294,1.404
-0.913,0.863,0.631,51.208,-67.444,13.733
-0.870,0.735,0.610,58.167,-56.641,24.353
-0.794,0.628,0.589,63.171,-48.279,32.349
-0.720,0.559,0.575,67.139,-41.931,38.696
-0.641,0.513,0.563,68.909,-36.560,44.434
-0.572,0.454,0.557,68.115,-33.386,50.537
-0.506,0.376,0.527,64.331,-32.227,57.251
-0.473,0.344,0.396,60.547,-33.325,64.575
-0.444,0.302,0.251,59.692,-30.457,73.181
-0.429,0.205,0.197,55.237,-19.104,78.674
-0.382,0.140,0.185,46.143,-5.981,81.299
-0.353,0.100,0.222,38.025,6.104,82.581
-0.274,0.093,0.265,32.532,16.968,82.764
-0.186,0.083,0.328,30.579,25.391,82.947
-0.105,0.073,0.407,28.259,32.532,83.130
0.002,0.056,0.488,26.367,37.720,82.581
0.095,0.023,0.545,24.719,40.039,81.665
0.148,-0.012,0.609,20.691,41.565,80.933
0.178,-0.058,0.674,18.555,42.542,80.017
0.204,-0.109,0.728,18.860,41.992,78.308
0.247,-0.152,0.742,18.677,39.307,76.111
0.288,-0.174,0.723,15.442,35.034,72.998
0.343,-0.178,0.724,8.728,32.043,69.153
0.406,-0.185,0.764,3.113,31.799,65.186
0.453,-0.192,0.822,-0.244,32.593,60.425
0.483,-0.191,0.901,1.587,33.936,53.833

0.494,0.908,1.267,-93.384,22.766,-25.696
0.474,0.933,1.566,-104.065,30.884,-17.090
0.576,1.004,1.599,-115.234,20.752,-10.437
0.684,0.989,1.612,-124.023,15.930,-4.517
0.782,0.941,1.696,-122.070,27.405,-1.953
0.913,0.791,2.042,-106.506,45.166,-5.859
0.999,0.667,2.233,-85.510,35.095,-18.066
1.024,0.629,2.224,-70.740,9.827,-32.166
0.951,0.732,2.084,-62.500,-13.245,-46.387
0.865,0.830,1.865,-57.129,-27.710,-53.894
0.755,0.846,1.788,-56.335,-26.184,-54.749
0.599,0.778,1.895,-57.068,-16.296,-54.260
0.553,0.650,2.077,-58.899,-9.766,-56.458
0.456,0.617,2.235,-58.899,-12.146,-63.293
0.392,0.659,2.317,-53.406,-21.301,-74.402
0.320,0.770,2.276,-43.030,-36.926,-86.121
0.220,0.880,2.185,-24.109,-51.086,-96.802
0.080,0.978,2.078,-3.296,-60.852,-105.530
-0.077,1.051,1.976,15.991,-69.763,-110.901
-0.220,1.122,1.908,30.579,-76.599,-112.915
-0.365,1.173,1.860,38.879,-82.092,-110.840
-0.517,1.215,1.782,43.640,-89.172,-104.492
-0.632,1.235,1.660,47.913,-96.436,-95.764
-0.720,1.207,1.581,53.101,-100.220,-86.365
-0.793,1.168,1.464,59.631,-101.868,-78.308
-0.846,1.112,1.308,68.420,-105.042,-72.327
-0.929,1.120,1.105,77.393,-106.384,-68.542
-0.999,1.160,0.919,89.172,-104.614,-64.392
-1.105,1.215,0.722,102.173,-100.708,-56.213
-1.116,1.228,0.573,109.741,-93.445,-42.725
-1.132,1.154,0.507,110.596,-83.923,-24.048
-1.106,1.049,0.449,105.164,-78.247,-5.615
-1.098,0.946,0.380,96.985,-76.843,9.094
-1.036,0.858,0.242,91.431,-75.806,21.057
-0.976,0.763,0.124,91.919,-70.740,30.396
-0.895,0.691,0.029,91.980,-60.913,36.438
-0.823,0.613,0.029,89.111,-45.776,41.016
-0.759,0.561,0.063,87.585,-29.297,44.128
-0.691,0.514,0.129,90.332,-16.052,45.837
-0.649,0.493,0.200,91.248,-7.263,48.218
-0.625,0.498,0.271,87.830,-4.272,52.002
-0.597,0.517,0.298,80.322,-5.737,56.824
-0.577,0.531,0.262,70.618,-11.597,64.148
-0.545,0.520,0.204,58.655,-18.372,72.876
-0.509,0.481,0.118,45.959,-23.254,82.581
-0.443,0.410,0.020,32.532,-26.428,90.881
-0.323,0.343,-0.105,22.583,-25.085,96.680
-0.261,0.305,-0.192,16.235,-17.212,98.022
-0.180,0.260,-0.164,11.597,-1.221,96.619
-0.025,0.266,-0.109,9.766,16.602,92.957
0.060,0.260,0.046,10.742,34.119,89.417
0.154,0.241,0.285,7.446,50.720,87.524
0.243,0.204,0.458,2.319,54.993,86.487
0.316,0.149,0.532,-3.784,49.255,86.487
0.388,0.105,0.541,-13.550,42.419,86.060
0.475,0.058,0.503,-22.095,37.354,83.313
0.584,0.007,0.486,-28.015,37.659,78.308
0.706,-0.005,0.525,-31.738,46.204,70.679
0.816,-0.004,0.624,-29.358,61.340,60.120
0.883,0.006,0.819,-22.217,78.674,50.476
0.965,0.009,1.067,-13.367,91.064,41.016
0.987,-0.064,1.302,-7.202,92.590,34.058
1.025,-0.120,1.427,-11.292,81.360,27.832
1.001,-0.158,1.445,-21.667,58.960,21.179
0.995,-0.154,1.396,-32.654,35.889,11.719
0.971,-0.123,1.317,-37.537,18.738,1.770
0.989,-0.102,1.233,-33.997,9.033,-8.667
0.980,-0.087,1.229,-27.771,8.362,-20.508
0.978,-0.067,1.254,-23.132,12.512,-32.532
0.893,-0.047,1.286,-21.301,13.977,-44.006
0.808,-0.002,1.321,-20.569,14.526,-54.504
0.695,0.066,1.340,-18.555,12.451,-63.965
0.574,0.167,1.340,-20.630,8.606,-71.594
0.457,0.244,1.346,-21.790,5.432,-75.745
0.379,0.292,1.347,-20.142,2.747,-78.247
0.339,0.316,1.373,-17.029,0.610,-80.994
0.259,0.335,1.435,-10.315,-1.343,-84.473
0.197,0.391,1.387,-1.831,-2.930,-89.417
0.101,0.445,1.353,8.118,-2.502,-93.628
-0.003,0.446,1.475,16.235,4.883,-97.656
-0.124,0.420,1.687,21.240,10.315,-99.976
-0.239,0.450,1.899,17.639,5.005,-101.563
-0.354,0.536,1.934,12.878,-12.939,-102.051
-0.456,0.640,1.839,11.963,-34.973,-100.159
-0.530,0.716,1.674,14.282,-51.514,-96.924
-0.592,0.739,1.529,20.081,-60.547,-93.201
-0.669,0.762,1.411,27.466,-62.134,-90.942
-0.730,0.824,1.344,39.917,-58.899,-90.576
-0.811,0.865,1.338,55.054,-53.406,-87.585
-0.874,0.906,1.394,65.979,-49.194,-79.834
-0.898,0.922,1.428,70.313,-50.903,-67.993
-0.903,0.938,1.334,66.711,-59.937,-51.331
-0.930,0.928,1.164,57.190,-71.899,-33.936
-0.938,0.933,0.974,49.316,-79.041,-18.433
-0.926,0.916,0.823,49.011,-78.186,-4.822
-0.870,0.860,0.687,52.979,-73.120,6.531
-0.830,0.789,0.601,57.556,-63.965,17.944
-0.768,0.696,0.585,60.852,-52.002,27.893
-0.713,0.584,0.594,62.744,-41.443,36.804
-0.667,0.477,0.599,64.392,-34.729,44.495
-0.591,0.389,0.584,63.843,-31.494,49.255
-0.569,0.337,0.549,61.462,-30.518,52.612
-0.517,0.291,0.534,59.204,-28.442,55.725
-0.481,0.262,0.499,55.847,-27.893,57.312
-0.450,0.241,0.416,51.270,-28.931,60.059
-0.402,0.229,0.298,45.898,-28.381,63.599
-0.337,0.239,0.141,43.945,-25.391,66.040
-0.287,0.225,0.115,45.776,-12.451,67.627
-0.244,0.178,0.210,47.119,8.545,68.481
-0.179,0.160,0.340,45.105,24.536,67.688
-0.127,0.134,0.424,37.537,31.067,68.848
-0.082,0.120,0.466,27.039,31.799,71.167
-0.058,0.124,0.500,19.592,31.250,72.937
-0.010,0.086,0.516,15.564,29.724,75.012
0.049,0.028,0.492,10.986,26.672,76.965
0.108,-0.013,0.463,3.479,25.146,77.576
0.161,-0.050,0.471,-3.540,28.748,76.294
0.221,-0.112,0.538,-1.770,37.659,72.998
0.271,-0.187,0.664,4.028,49.133,67.566

0.380,0.794,1.922,-89.722,34.546,-34.546
0.418,0.852,2.022,-90.271,13.672,-34.485
0.374,1.032,1.849,-92.957,-18.494,-29.480
0.424,0.959,1.611,-101.379,-35.034,-19.348
0.443,0.911,1.560,-111.206,-31.738,-17.883
0.499,0.902,1.550,-105.347,-26.978,-19.592
0.552,0.904,1.601,-90.393,-23.926,-25.085
0.602,0.854,1.722,-76.538,-13.733,-31.311
0.604,0.810,1.846,-63.599,-5.432,-37.903
0.553,0.751,1.917,-50.476,-4.333,-44.067
0.523,0.723,1.966,-40.833,-4.150,-49.377
0.449,0.730,1.934,-36.194,-10.925,-53.101
0.397,0.749,1.789,-30.701,-21.851,-53.894
0.385,0.756,1.686,-27.039,-26.184,-55.664
0.346,0.776,1.594,-28.198,-24.536,-59.265
0.283,0.751,1.593,-21.545,-16.724,-63.599
0.230,0.670,1.696,-9.583,-4.272,-70.068
0.159,0.573,1.875,-2.808,4.944,-79.529
0.086,0.595,2.050,2.686,6.836,-89.722
-0.034,0.701,2.210,12.695,-0.305,-100.647
-0.105,0.903,2.212,23.010,-17.212,-110.229
-0.230,1.131,2.092,37.903,-40.039,-114.197
-0.358,1.290,1.945,52.246,-57.861,-111.938
-0.468,1.360,1.762,61.707,-71.411,-104.248
-0.584,1.370,1.547,65.369,-81.482,-93.262
-0.695,1.304,1.380,66.345,-86.060,-79.346
-0.800,1.207,1.271,64.392,-85.876,-66.101
-0.876,1.115,1.219,65.002,-83.801,-55.969
-0.917,1.071,1.160,69.641,-83.252,-49.683
-0.962,1.104,1.045,75.317,-86.121,-45.166
-0.998,1.154,0.903,81.116,-89.417,-39.063
-1.048,1.182,0.747,83.862,-91.309,-29.907
-1.066,1.221,0.549,83.069,-91.736,-17.517
-1.114,1.163,0.356,82.397,-88.989,-1.831
-1.105,1.101,0.198,79.285,-80.750,12.207
-1.103,0.946,0.068,80.139,-68.359,27.588
-1.026,0.786,0.035,81.055,-50.171,39.307
-0.958,0.658,0.083,78.674,-32.227,46.448
-0.889,0.614,0.152,76.050,-18.799,49.683
-0.824,0.606,0.190,78.796,-9.888,49.561
-0.747,0.619,0.208,86.670,-4.211,49.500
-0.681,0.646,0.242,91.858,-0.854,51.208
-0.630,0.678,0.251,91.431,-1.160,56.702
-0.585,0.683,0.195,85.266,-5.066,66.589
-0.542,0.647,0.082,74.524,-9.705,79.529
-0.502,0.564,-0.028,58.838,-10.376,93.140
-0.440,0.470,-0.121,42.603,-7.141,104.919
-0.367,0.349,-0.150,31.494,0.000,112.610
-0.210,0.219,-0.120,21.362,11.902,115.417
-0.144,0.122,-0.030,15.320,24.597,112.976
-0.014,0.078,0.095,15.747,38.086,105.713
0.086,0.068,0.262,19.043,49.927,96.802
0.189,0.077,0.411,23.254,56.458,89.233
0.306,0.090,0.509,25.513,57.007,82.764
0.386,0.129,0.562,21.118,53.040,78.552
0.449,0.131,0.608,10.559,49.194,77.087
0.511,0.105,0.659,-1.282,47.485,77.209
0.573,0.068,0.728,-10.376,46.875,76.355
0.636,0.008,0.816,-16.479,47.485,74.402
0.692,-0.075,0.916,-21.240,47.119,70.679
0.739,-0.112,0.982,-25.146,43.335,63.110
0.793,-0.122,0.991,-26.001,36.072,52.246
0.811,-0.075,0.999,-24.536,29.175,39.673
0.824,-0.021,1.015,-19.104,25.574,26.489
0.781,0.018,1.025,-10.559,22.888,14.893
0.787,0.052,1.024,-5.310,20.813,7.141
0.770,0.058,1.002,-5.798,17.578,3.906
0.766,0.042,0.975,-12.329,14.404,2.930
0.746,0.004,0.978,-21.423,12.634,1.160
0.771,-0.017,0.955,-28.442,12.024,-2.258
0.752,-0.032,0.968,-31.555,12.268,-8.911
0.723,-0.035,1.041,-33.997,16.479,-18.921
0.686,-0.040,1.130,-33.020,18.494,-29.846
0.642,-0.009,1.176,-29.968,16.846,-41.199
0.570,0.037,1.206,-26.001,14.465,-51.941
0.506,0.091,1.236,-22.949,13.672,-60.608
0.438,0.156,1.260,-22.156,13.306,-66.162
0.373,0.203,1.293,-22.949,12.207,-70.923
0.345,0.251,1.300,-24.231,10.803,-74.280
0.278,0.324,1.338,-24.109,8.240,-77.576
0.216,0.381,1.491,-21.545,7.568,-80.322
0.112,0.387,1.547,-14.160,5.066,-81.909
0.034,0.373,1.700,-6.714,5.310,-83.801
-0.033,0.353,1.840,-0.916,0.732,-87.097
-0.120,0.396,1.913,6.348,-10.620,-92.285
-0.202,0.502,1.937,12.085,-25.269,-98.999
-0.292,0.661,1.837,18.433,-43.152,-103.821
-0.373,0.809,1.696,26.733,-56.152,-104.858
-0.459,0.912,1.614,34.546,-60.486,-100.220
-0.546,0.979,1.584,39.734,-61.096,-91.309
-0.623,1.006,1.563,44.067,-61.340,-80.322
-0.684,1.008,1.499,48.584,-63.660,-68.359
-0.738,0.945,1.425,51.636,-66.772,-55.420
-0.784,0.852,1.366,52.490,-68.848,-43.091
-0.819,0.727,1.320,51.331,-71.289,-31.860
-0.841,0.665,1.225,47.668,-76.782,-22.461
-0.849,0.621,1.077,46.936,-82.886,-15.381
-0.872,0.621,0.917,47.485,-85.266,-8.972
-0.861,0.605,0.737,49.194,-84.229,-3.906
-0.866,0.621,0.608,52.002,-78.369,-0.183
-0.866,0.624,0.566,59.692,-65.613,3.601
-0.857,0.618,0.589,67.688,-51.880,9.094
-0.826,0.605,0.597,70.801,-42.908,16.357
-0.804,0.570,0.562,71.472,-38.879,25.452
-0.785,0.525,0.527,68.298,-37.292,33.264
-0.726,0.534,0.464,59.204,-36.743,40.405
-0.712,0.513,0.393,52.185,-36.926,49.072
-0.660,0.454,0.304,45.288,-35.583,57.861
-0.628,0.383,0.214,38.208,-33.203,66.162
-0.542,0.332,0.136,29.602,-26.794,71.106
-0.533,0.293,0.086,28.198,-16.357,74.036
-0.483,0.232,0.096,34.241,-0.366,75.500
-0.450,0.177,0.161,39.673,17.151,73.486
-0.388,0.144,0.228,43.213,30.945,71.594
-0.307,0.130,0.241,46.082,38.757,69.336
-0.238,0.124,0.234,43.274,44.189,66.956
-0.119,0.141,0.238,36.682,49.927,65.002
-0.001,0.151,0.292,32.104,58.044,64.392
0.093,0.131,0.427,28.015,68.848,63.416

0.555,0.777,1.630,-86.792,43.457,-34.729
0.550,0.843,1.952,-85.999,31.860,-33.569
0.490,0.818,1.955,-95.520,2.380,-28.320
0.387,0.893,1.678,-112.183,-28.870,-21.667
0.388,0.813,1.515,-126.709,-43.762,-14.709
0.346,0.806,1.387,-132.507,-46.814,-15.503
0.343,0.856,1.325,-122.559,-39.856,-18.982
0.467,0.878,1.364,-100.281,-18.188,-26.184
0.534,0.935,1.479,-75.500,5.920,-36.926
0.569,1.018,1.754,-54.871,31.677,-48.584
0.608,1.020,2.090,-28.748,49.133,-57.556
0.626,0.938,2.406,-9.766,50.354,-61.646
0.657,0.860,2.561,-10.559,28.992,-62.500
0.432,0.765,2.544,-23.437,-10.559,-61.218
0.359,0.839,2.297,-44.983,-51.636,-62.134
0.229,0.908,1.926,-53.162,-82.153,-61.035
0.115,0.907,1.634,-45.227,-90.088,-61.218
0.013,0.877,1.489,-30.273,-80.139,-65.918
-0.038,0.844,1.460,-5.127,-61.768,-74.707
-0.091,0.835,1.586,22.766,-40.100,-85.999
-0.161,0.849,1.758,44.189,-26.184,-96.436
-0.251,0.879,1.889,58.228,-25.574,-103.027
-0.353,0.970,1.979,65.674,-35.583,-105.469
-0.499,1.104,1.991,65.125,-54.199,-103.699
-0.635,1.163,1.832,63.599,-79.346,-95.947
-0.746,1.161,1.540,63.538,-102.600,-86.060
-0.830,1.186,1.208,61.218,-116.638,-75.439
-0.917,1.190,0.914,62.439,-121.094,-64.575
-0.991,1.161,0.722,70.618,-110.840,-53.711
-1.023,1.116,0.667,81.970,-91.614,-44.312
-1.009,1.094,0.689,91.858,-71.838,-36.438
-1.006,1.085,0.745,100.342,-59.387,-28.503
-1.004,1.075,0.751,102.600,-55.908,-18.982
-0.972,1.073,0.656,98.083,-59.570,-6.897
-0.971,1.036,0.534,89.294,-63.843,6.897
-0.941,0.960,0.418,81.604,-64.026,21.851
-0.902,0.840,0.322,75.806,-61.340,34.851
-0.839,0.722,0.234,72.266,-57.007,44.495
-0.784,0.643,0.145,71.228,-49.927,52.246
-0.749,0.561,0.047,72.021,-42.847,58.228
-0.709,0.484,0.017,70.007,-32.715,62.317
-0.678,0.448,0.007,65.674,-21.667,63.965
-0.649,0.470,0.013,61.218,-13.794,64.087
-0.610,0.512,0.037,58.350,-7.385,65.308
-0.563,0.530,0.043,58.594,-3.845,69.641
-0.511,0.479,0.015,57.739,-3.235,76.965
-0.458,0.401,-0.053,48.218,-5.371,86.487
-0.392,0.328,-0.157,30.640,-8.789,95.642
-0.346,0.253,-0.268,12.024,-8.789,103.760
-0.260,0.173,-0.327,-1.526,-1.648,108.765
-0.127,0.089,-0.359,-11.292,11.780,109.497
-0.022,0.000,-0.240,-16.113,31.067,104.004
0.129,-0.038,0.002,-16.235,56.030,92.346
0.250,0.026,0.250,-10.620,73.486,77.515
0.363,0.104,0.500,-0.732,83.252,64.209
0.472,0.195,0.751,6.836,88.135,54.688
0.538,0.240,0.928,8.667,84.351,50.415
0.634,0.240,1.000,5.981,71.838,49.561
0.714,0.234,0.983,-4.944,57.190,51.697
0.760,0.221,0.973,-20.386,47.058,53.955
0.825,0.151,1.001,-30.396,44.006,53.406
0.899,0.075,1.081,-34.790,45.715,48.767
0.920,0.036,1.171,-34.790,47.363,39.368
0.954,0.035,1.245,-29.480,47.363,26.978
0.960,0.031,1.329,-22.888,44.739,13.977
0.932,0.086,1.382,-17.822,38.574,0.854
0.849,0.118,1.394,-10.132,28.870,-9.399
0.844,0.153,1.315,-7.141,17.578,-16.968
0.767,0.175,1.169,-10.620,5.676,-21.729
0.731,0.191,1.007,-15.259,-1.221,-24.902
0.678,0.176,0.916,-17.517,1.465,-28.137
0.643,0.166,0.914,-19.775,10.803,-33.569
0.602,0.135,0.974,-21.240,20.325,-39.978
0.592,0.095,1.099,-21.118,26.855,-46.387
0.516,0.049,1.227,-19.836,29.175,-54.749
0.497,0.049,1.362,-18.005,27.344,-63.599
0.445,0.071,1.414,-17.212,17.578,-71.777
0.395,0.122,1.474,-18.372,9.216,-80.200
0.319,0.180,1.498,-15.991,-1.099,-87.280
0.266,0.247,1.506,-12.451,-10.681,-92.590
0.175,0.315,1.503,-8.911,-19.165,-97.229
0.083,0.421,1.493,-5.493,-23.254,-102.051
-0.057,0.552,1.508,-0.122,-24.536,-106.628
-0.177,0.696,1.558,7.385,-23.926,-109.741
-0.297,0.830,1.612,13.916,-26.001,-108.887
-0.423,0.938,1.649,17.700,-33.508,-103.638
-0.523,1.000,1.637,20.752,-43.884,-93.506
-0.605,0.980,1.623,21.667,-54.443,-80.200
-0.680,0.906,1.615,18.799,-64.148,-65.979
-0.737,0.826,1.557,17.334,-74.829,-54.138
-0.783,0.795,1.451,18.555,-84.412,-46.570
-0.833,0.802,1.322,26.367,-91.003,-43.518
-0.880,0.844,1.164,40.649,-92.773,-43.091
-0.940,0.980,0.984,57.312,-91.064,-43.701
-0.984,1.071,0.849,72.754,-84.167,-40.710
-0.993,1.151,0.729,82.336,-73.608,-31.677
-0.992,1.123,0.649,85.510,-62.744,-15.747
-0.947,1.018,0.597,78.735,-52.429,3.906
-0.902,0.867,0.562,68.787,-46.387,24.353
-0.853,0.680,0.543,58.044,-42.175,41.565
-0.798,0.511,0.500,46.814,-39.368,54.199
-0.769,0.363,0.451,41.016,-35.339,61.035
-0.666,0.288,0.425,40.100,-27.222,61.951
-0.614,0.209,0.484,48.462,-15.869,58.472
-0.517,0.190,0.539,63.416,-4.150,49.683
-0.463,0.230,0.576,78.430,2.869,41.138
-0.422,0.302,0.625,88.074,6.653,35.278
-0.382,0.355,0.665,90.149,7.629,35.217
-0.367,0.366,0.639,81.726,1.953,41.626
-0.367,0.366,0.494,60.181,-7.324,53.711
-0.341,0.296,0.306,37.842,-14.099,67.139
